cust_id,segment,industry,region,facility_type,ead,rating_internal,leverage_ratio,interest_cover,ebitda_margin,years_in_business,past_due_12m,restructuring_flag,collateral_coverage,default_flag,dpd_band,dpd_points
8953,LargeCorp,Energy,GCC,TermLoan,99747577,5,2.12,4.8,21.1,5,0,0,0.93,1,Clean Behaviour,35
8954,MidCorp,Construction,Asia,Revolver,8278123,4,2.99,3.7,21.1,11,0,0,0.9,0,Clean Behaviour,35
8955,SmallCorp,Retail,Europe,Revolver,1012337,6,0.53,6.65,9.9,13,0,0,0.91,0,Clean Behaviour,35
8956,LargeCorp,Retail,Africa,TermLoan,65926703,4,1.25,5.06,19,25,0,0,0.7,0,Clean Behaviour,35
8957,LargeCorp,Services,GCC,TermLoan,46403301,3,1.42,7.46,12,15,0,0,0.86,0,Clean Behaviour,35
8958,MidCorp,Transport,Europe,TermLoan,6740888,7,2.86,1.81,21.3,3,1,0,0.82,0,Mild Deterioration,55
8959,LargeCorp,Energy,Africa,Overdraft,48317611,4,2.72,3.78,19.7,15,0,0,0.55,0,Clean Behaviour,35
8960,LargeCorp,Services,GCC,TermLoan,133234573,4,1.54,5.02,22.3,10,0,0,0.5,0,Clean Behaviour,35
8961,MidCorp,Services,Africa,Revolver,7349984,3,1.93,7.23,17.8,23,0,0,0.7,0,Clean Behaviour,35
8962,MidCorp,Energy,Asia,TradeFinance,7582383,3,2.94,6.79,29,17,0,0,0.96,0,Clean Behaviour,35
8963,LargeCorp,Services,GCC,Overdraft,80528202,6,0.99,2.55,23.9,13,0,0,0.4,0,Clean Behaviour,35
8964,LargeCorp,Construction,Africa,TermLoan,87767918,2,1.94,5.58,26.7,11,0,0,0.89,0,Clean Behaviour,35
8965,LargeCorp,Transport,Asia,TermLoan,70077653,6,2.35,3.73,20.9,16,0,0,0.66,0,Clean Behaviour,35
8966,LargeCorp,Retail,GCC,Revolver,56177530,4,1.29,2.64,19.3,19,1,0,1.01,0,Mild Deterioration,55
8967,LargeCorp,Construction,GCC,Overdraft,174747618,10,2.62,0.6,18.7,7,4,0,0.51,1,Mild Deterioration,55
8968,SmallCorp,Retail,Asia,Overdraft,1325406,6,2.04,7.11,12.5,12,0,0,0.63,0,Clean Behaviour,35
8969,MidCorp,Transport,GCC,Overdraft,11364431,3,2.12,1.32,13.3,18,0,0,0.85,1,Clean Behaviour,35
8970,MidCorp,Services,GCC,TradeFinance,9904041,6,2.2,1.61,14.8,7,0,0,0.55,0,Clean Behaviour,35
8971,MidCorp,Retail,Asia,TermLoan,4753227,8,2.01,4.26,14.7,10,2,0,0.9,0,Mild Deterioration,55
8972,MidCorp,Energy,GCC,TermLoan,14119957,4,1.43,0.97,22.7,13,1,0,0.76,0,Mild Deterioration,55
8973,SmallCorp,Transport,GCC,TradeFinance,1876218,5,2.5,6.42,15.7,17,0,0,0.91,0,Clean Behaviour,35
8974,SmallCorp,Manufacturing,GCC,TermLoan,501552,4,2.43,3.84,11.3,11,0,0,0.79,0,Clean Behaviour,35
8975,SmallCorp,Transport,GCC,TermLoan,468931,7,2.41,5.15,21.8,19,1,0,0.53,0,Mild Deterioration,55
8976,LargeCorp,Energy,Europe,TermLoan,24931849,5,2.2,3.67,13.6,18,0,0,0.72,0,Clean Behaviour,35
8977,SmallCorp,Manufacturing,GCC,TradeFinance,1688160,6,1.01,5.38,19.2,11,0,0,0.72,0,Clean Behaviour,35
8978,LargeCorp,Manufacturing,Europe,Overdraft,45057899,6,1.71,3.69,16.9,3,1,0,0.74,0,Mild Deterioration,55
8979,MidCorp,Manufacturing,GCC,Overdraft,5124190,8,2.72,3.41,12.5,9,2,0,0.9,0,Mild Deterioration,55
8980,SmallCorp,Energy,GCC,TermLoan,1520705,4,0.63,5.01,19.7,5,0,0,0.93,0,Clean Behaviour,35
8981,MidCorp,Retail,Europe,TradeFinance,9966359,8,3.12,1.27,8.1,21,2,0,0.64,1,Mild Deterioration,55
8982,SmallCorp,Transport,Asia,Overdraft,1836405,7,1.54,0.34,20.2,17,1,0,0.6,0,Mild Deterioration,55
8983,SmallCorp,Transport,GCC,TermLoan,1761209,3,2.22,6.19,17.3,20,0,0,0.96,0,Clean Behaviour,35
8984,SmallCorp,Services,GCC,TradeFinance,1720488,8,2.75,0.54,18.9,13,2,0,0.85,0,Mild Deterioration,55
8985,LargeCorp,Retail,Europe,TermLoan,76959770,6,2.23,3.79,15.6,12,0,0,0.43,0,Clean Behaviour,35
8986,MidCorp,Transport,GCC,TermLoan,5876228,7,1.88,4.84,10.8,2,1,0,0.63,0,Mild Deterioration,55
8987,SmallCorp,Construction,Europe,Revolver,932841,5,1.75,3.21,22.5,13,0,0,0.91,0,Clean Behaviour,35
8988,SmallCorp,Services,Europe,Overdraft,528932,7,0.59,1.29,19,15,1,0,0.81,0,Mild Deterioration,55
8989,SmallCorp,Retail,Asia,TermLoan,1779731,5,2.21,2.67,18.6,8,0,0,0.57,0,Clean Behaviour,35
8990,LargeCorp,Energy,GCC,TermLoan,143696730,2,1.18,7.77,32.3,22,0,0,0.74,0,Clean Behaviour,35
8991,LargeCorp,Services,GCC,Overdraft,186427373,2,0.97,5.17,12.9,7,0,0,0.65,0,Clean Behaviour,35
8992,LargeCorp,Energy,Europe,TermLoan,58384825,6,1.59,4.99,11.7,12,0,0,0.99,0,Clean Behaviour,35
8993,MidCorp,Retail,GCC,Overdraft,5019289,3,1.18,6.51,24.3,12,0,0,1.05,0,Clean Behaviour,35
8994,SmallCorp,Energy,GCC,Revolver,846195,4,2.31,3.75,29.9,8,0,0,0.51,0,Clean Behaviour,35
8995,SmallCorp,Transport,GCC,Revolver,1263416,2,1.12,6.87,29.3,1,0,0,0.71,0,Clean Behaviour,35
8996,LargeCorp,Transport,GCC,Overdraft,110219479,3,1.59,4.06,22.8,5,0,0,0.91,0,Clean Behaviour,35
8997,SmallCorp,Services,GCC,TermLoan,1769486,7,2.33,0.55,15.8,4,1,0,0.74,0,Mild Deterioration,55
8998,MidCorp,Manufacturing,GCC,Revolver,10142342,4,1.83,3.69,11.5,20,0,0,0.79,0,Clean Behaviour,35
8999,MidCorp,Manufacturing,GCC,TermLoan,7506137,6,3.05,4.99,17.7,11,0,0,0.63,0,Clean Behaviour,35
9000,MidCorp,Services,GCC,TermLoan,10043215,8,2.41,0.5,17.7,11,2,0,0.9,0,Mild Deterioration,55
9001,SmallCorp,Construction,Europe,TermLoan,1589576,6,1.35,4.7,18,17,1,0,0.59,0,Mild Deterioration,55
9002,LargeCorp,Transport,Asia,Overdraft,106370133,1,0.2,7.17,17.3,3,0,0,1.05,0,Clean Behaviour,35
9003,MidCorp,Transport,Asia,Overdraft,8296727,6,1.34,4.76,11.6,13,0,0,0.42,0,Clean Behaviour,35
9004,SmallCorp,Retail,GCC,TermLoan,566531,7,2.5,3.15,17.9,10,1,0,0.79,0,Mild Deterioration,55
9005,LargeCorp,Manufacturing,GCC,Revolver,159134053,8,2.59,2.83,11.7,16,2,0,0.74,0,Mild Deterioration,55
9006,SmallCorp,Manufacturing,Asia,TermLoan,1543954,7,1.96,2.86,20.2,12,1,0,0.56,1,Mild Deterioration,55
9007,LargeCorp,Manufacturing,GCC,TermLoan,46089074,3,2.77,5.17,14.2,17,0,0,0.97,0,Clean Behaviour,35
9008,SmallCorp,Construction,Europe,TermLoan,2333857,9,1.52,3.12,17.4,19,3,0,1,0,Mild Deterioration,55
9009,MidCorp,Services,GCC,Overdraft,14035310,7,2.71,4.63,15.9,1,1,0,0.47,1,Mild Deterioration,55
9010,LargeCorp,Retail,GCC,TradeFinance,45739985,5,3.33,3.39,11.5,15,0,0,0.76,0,Clean Behaviour,35
9011,MidCorp,Transport,Africa,Revolver,7859188,4,3.25,7.11,18,16,1,0,1.14,0,Mild Deterioration,55
9012,LargeCorp,Services,GCC,Overdraft,77107224,5,1.9,4.72,17.6,2,0,1,0.75,0,Restructured Account,95
9013,SmallCorp,Services,GCC,TradeFinance,2294803,7,2.22,0.64,13.7,17,1,0,0.71,0,Mild Deterioration,55
9014,MidCorp,Manufacturing,GCC,TermLoan,6868892,4,1.88,3.9,24.3,6,0,0,0.91,0,Clean Behaviour,35
9015,LargeCorp,Services,GCC,TradeFinance,90387733,6,2.38,2.88,12.8,12,1,0,0.79,0,Mild Deterioration,55
9016,LargeCorp,Manufacturing,Europe,TermLoan,56464144,2,1.7,3.32,19.1,12,1,0,0.84,0,Mild Deterioration,55
9017,SmallCorp,Construction,GCC,TermLoan,862528,2,1.26,6.29,21.3,18,0,0,0.82,0,Clean Behaviour,35
9018,MidCorp,Transport,Asia,TermLoan,7671352,9,2.62,0.1,21,12,3,0,0.72,1,Mild Deterioration,55
9019,MidCorp,Retail,GCC,TermLoan,4937277,5,2.47,4.09,22.9,19,0,0,0.59,0,Clean Behaviour,35
9020,MidCorp,Manufacturing,Europe,TermLoan,10774180,5,2.11,4.12,11.3,5,0,0,1.08,0,Clean Behaviour,35
9021,LargeCorp,Retail,GCC,TermLoan,23068570,6,2.4,3.02,21.3,12,0,0,0.7,0,Clean Behaviour,35
9022,LargeCorp,Retail,Asia,Revolver,150101402,7,1.83,2.75,17.6,4,1,0,0.83,0,Mild Deterioration,55
9023,SmallCorp,Retail,GCC,TermLoan,1071407,6,2.17,1.79,20.1,19,0,0,0.88,0,Clean Behaviour,35
9024,MidCorp,Transport,GCC,TermLoan,3582680,6,2.74,2.1,15.8,22,1,0,0.67,0,Mild Deterioration,55
9025,LargeCorp,Construction,GCC,Revolver,115671792,8,2.31,4.97,22.3,24,2,0,0.89,0,Mild Deterioration,55
9026,MidCorp,Services,GCC,TermLoan,26436619,6,2.06,2.82,27.7,13,0,0,0.61,0,Clean Behaviour,35
9027,LargeCorp,Transport,GCC,TermLoan,48540758,5,2.72,3.67,16.2,5,0,0,0.76,0,Clean Behaviour,35
9028,MidCorp,Retail,GCC,TermLoan,11894231,8,2.96,2.83,26.9,18,2,1,0.82,1,Restructured Account,95
9029,MidCorp,Construction,GCC,Revolver,10414320,10,3.83,1.04,8.1,7,4,0,0.43,0,Mild Deterioration,55
9030,SmallCorp,Transport,GCC,TermLoan,2468065,6,2.3,2.09,25.8,7,1,0,0.63,0,Mild Deterioration,55
9031,MidCorp,Construction,Europe,Overdraft,12041390,5,1.94,3.97,25,25,0,0,0.87,0,Clean Behaviour,35
9032,LargeCorp,Retail,GCC,TermLoan,110304696,9,2.02,0.45,12.6,13,3,0,0.57,0,Mild Deterioration,55
9033,MidCorp,Manufacturing,Europe,Overdraft,10000788,6,1.28,4.76,17.7,1,0,0,0.79,0,Clean Behaviour,35
9034,SmallCorp,Construction,Asia,TermLoan,1955495,9,2.16,1.73,13.4,12,3,0,0.65,0,Mild Deterioration,55
9035,LargeCorp,Transport,Africa,TermLoan,92143426,4,1.54,1.19,16.3,6,1,0,1.09,0,Mild Deterioration,55
9036,MidCorp,Retail,GCC,TermLoan,17817021,2,2.5,4.07,28.1,15,0,0,1.03,0,Clean Behaviour,35
9037,LargeCorp,Construction,GCC,Revolver,77687387,1,2.07,3.66,34.9,17,0,0,0.85,0,Clean Behaviour,35
9038,SmallCorp,Energy,GCC,Overdraft,905619,5,1.39,4.87,6.4,15,0,0,0.73,0,Clean Behaviour,35
9039,MidCorp,Retail,GCC,Overdraft,12265962,6,1.57,1.72,11.2,24,0,0,0.76,0,Clean Behaviour,35
9040,MidCorp,Manufacturing,GCC,TermLoan,15104496,3,2.24,5.68,19.8,2,0,0,0.74,0,Clean Behaviour,35
9041,MidCorp,Services,GCC,Revolver,6113781,6,1.9,5.54,30.7,13,0,0,0.71,0,Clean Behaviour,35
9042,MidCorp,Retail,Asia,TermLoan,4433149,6,2.61,2.95,9.4,21,0,0,0.56,0,Clean Behaviour,35
9043,SmallCorp,Construction,GCC,TermLoan,3923981,4,1.19,1.87,23.4,1,1,0,0.92,0,Mild Deterioration,55
9044,SmallCorp,Retail,GCC,TradeFinance,1180234,4,1.56,4.32,24.1,1,1,0,0.69,0,Mild Deterioration,55
9045,LargeCorp,Services,Asia,TradeFinance,77099029,7,2.07,2.82,12.3,14,1,1,0.89,0,Restructured Account,95
9046,SmallCorp,Retail,GCC,Overdraft,1944826,5,0.2,6.42,11.1,14,0,0,0.69,0,Clean Behaviour,35
9047,MidCorp,Manufacturing,GCC,Revolver,6056414,10,3.33,3.2,14.3,2,4,0,0.45,0,Mild Deterioration,55
9048,LargeCorp,Transport,Asia,Revolver,46914257,9,1.93,2.51,14.2,19,3,0,0.87,0,Mild Deterioration,55
9049,SmallCorp,Manufacturing,GCC,Revolver,1916486,3,1.83,4.78,18.3,14,0,0,0.63,0,Clean Behaviour,35
9050,SmallCorp,Services,GCC,TermLoan,1383954,7,3.15,0.24,7.4,13,1,0,0.83,1,Mild Deterioration,55
9051,SmallCorp,Manufacturing,GCC,Overdraft,810557,5,2.06,5.43,20.6,16,0,0,0.77,0,Clean Behaviour,35
9052,SmallCorp,Manufacturing,GCC,Overdraft,1584655,3,1.71,5.11,25.7,16,0,0,0.78,0,Clean Behaviour,35
9053,SmallCorp,Construction,GCC,TermLoan,2317222,6,2.74,2.33,6.5,36,0,1,0.72,1,Restructured Account,95
9054,MidCorp,Transport,GCC,TermLoan,10690197,6,1.53,5.33,35.7,14,0,0,0.34,0,Clean Behaviour,35
9055,LargeCorp,Services,GCC,Overdraft,11015970,4,2.34,3.78,21.5,1,0,0,0.47,0,Clean Behaviour,35
9056,SmallCorp,Construction,Asia,Revolver,1155623,7,2.48,5.17,9.9,8,1,0,0.92,0,Mild Deterioration,55
9057,LargeCorp,Services,GCC,TermLoan,64725046,3,3.08,5.81,20.6,1,0,0,0.64,0,Clean Behaviour,35
9058,MidCorp,Services,Europe,Overdraft,5665395,6,1.83,2.44,16.4,19,0,0,0.76,0,Clean Behaviour,35
9059,SmallCorp,Services,Asia,Overdraft,740827,8,2.9,5.08,10.6,7,3,0,0.51,0,Mild Deterioration,55
9060,SmallCorp,Construction,Asia,Revolver,1489122,7,2.42,2.1,7.7,22,2,0,0.39,0,Mild Deterioration,55
9061,MidCorp,Construction,Asia,TermLoan,14303021,4,0.68,3.89,21,5,0,0,0.89,0,Clean Behaviour,35
9062,LargeCorp,Retail,Europe,TermLoan,37980772,3,1.35,3.76,27.8,18,0,0,0.72,0,Clean Behaviour,35
9063,SmallCorp,Transport,Europe,TradeFinance,843033,8,3.36,2.36,15.5,16,2,0,0.81,1,Mild Deterioration,55
9064,SmallCorp,Services,GCC,TermLoan,1170255,5,3.19,4.58,21.3,10,0,0,0.82,0,Clean Behaviour,35
9065,MidCorp,Construction,Asia,Overdraft,9823392,2,0.46,7.56,16,3,0,0,0.72,0,Clean Behaviour,35
9066,MidCorp,Transport,GCC,TermLoan,4322490,10,2.84,6.28,8.5,20,4,0,0.73,0,Mild Deterioration,55
9067,LargeCorp,Services,GCC,TradeFinance,67071601,9,3.17,3.94,9.9,11,3,0,0.63,0,Mild Deterioration,55
9068,SmallCorp,Services,GCC,TradeFinance,2464761,2,1.4,6.13,20.6,19,0,0,0.91,0,Clean Behaviour,35
9069,MidCorp,Services,GCC,TradeFinance,6968227,9,3.08,5.01,15.2,8,4,0,0.6,0,Mild Deterioration,55
9070,LargeCorp,Construction,Europe,TermLoan,87516514,4,0.57,5.14,10.6,15,0,0,0.67,0,Clean Behaviour,35
9071,LargeCorp,Services,Asia,Overdraft,39652301,7,1.95,4.81,21.6,12,1,0,0.79,0,Mild Deterioration,55
9072,MidCorp,Services,GCC,TradeFinance,14135629,5,1.58,7.08,19.6,14,1,0,0.94,0,Mild Deterioration,55
9073,LargeCorp,Energy,Europe,TermLoan,69183361,6,1.09,6.24,19.1,12,0,0,0.72,0,Clean Behaviour,35
9074,LargeCorp,Construction,GCC,Overdraft,25148605,3,2.63,4.8,19.7,13,1,0,0.72,0,Mild Deterioration,55
9075,MidCorp,Transport,Asia,TradeFinance,8299964,8,1.96,3.31,14.5,23,2,0,0.93,1,Mild Deterioration,55
9076,SmallCorp,Energy,Asia,TermLoan,1552089,6,1.21,1.53,4,7,0,0,0.9,0,Clean Behaviour,35
9077,MidCorp,Construction,Europe,TermLoan,6049471,6,2.64,3.84,14,26,0,0,0.96,0,Clean Behaviour,35
9078,MidCorp,Energy,Africa,TradeFinance,8020845,8,1.92,2.96,22,14,3,0,0.54,0,Mild Deterioration,55
9079,MidCorp,Services,GCC,Overdraft,9030318,4,1.71,6.81,31,16,0,0,1.11,0,Clean Behaviour,35
9080,SmallCorp,Retail,GCC,Revolver,1854549,5,2.59,2.06,11.8,15,1,0,0.65,0,Mild Deterioration,55
9081,LargeCorp,Manufacturing,GCC,Revolver,92157163,6,3.11,2.99,21.6,5,0,0,0.84,1,Clean Behaviour,35
9082,SmallCorp,Retail,GCC,Revolver,1197591,9,2.64,1.89,16.1,9,3,0,0.69,0,Mild Deterioration,55
9083,MidCorp,Energy,GCC,TermLoan,6084012,6,2.39,6.84,26,22,0,0,0.43,0,Clean Behaviour,35
9084,LargeCorp,Manufacturing,Europe,Overdraft,44646856,3,0.73,2.21,10.4,8,1,0,1.29,0,Mild Deterioration,55
9085,LargeCorp,Services,GCC,TermLoan,45675147,6,2.34,5.67,7.5,19,0,0,0.97,0,Clean Behaviour,35
9086,SmallCorp,Services,GCC,TradeFinance,726546,6,1.71,0.93,14.2,20,1,0,0.78,0,Mild Deterioration,55
9087,LargeCorp,Services,GCC,Overdraft,21555120,5,2.93,4.86,14.1,3,0,0,0.74,0,Clean Behaviour,35
9088,SmallCorp,Services,Asia,Overdraft,473222,7,2.75,4.16,6.4,25,1,0,0.68,0,Mild Deterioration,55
9089,SmallCorp,Construction,Asia,Overdraft,1869030,6,3.16,3.74,14.7,4,0,0,0.62,0,Clean Behaviour,35
9090,SmallCorp,Transport,Europe,Overdraft,3515466,4,2.84,3.32,14.3,17,0,0,0.72,0,Clean Behaviour,35
9091,SmallCorp,Retail,Europe,Overdraft,2171200,5,1.04,6.21,19.2,8,0,0,0.57,0,Clean Behaviour,35
9092,SmallCorp,Services,GCC,TermLoan,2272477,5,1.86,6.77,17.4,8,0,0,0.71,0,Clean Behaviour,35
9093,LargeCorp,Services,GCC,TermLoan,18619253,6,1.92,0.35,13.5,17,0,0,0.77,0,Clean Behaviour,35
9094,MidCorp,Manufacturing,Europe,TermLoan,3505295,4,2.02,5.18,26.2,1,0,0,0.55,1,Clean Behaviour,35
9095,SmallCorp,Manufacturing,Europe,TradeFinance,607120,3,1.41,4.17,8,6,0,0,0.97,0,Clean Behaviour,35
9096,MidCorp,Services,Asia,TermLoan,5478913,2,0.55,2.99,20.3,7,0,0,0.87,0,Clean Behaviour,35
9097,MidCorp,Services,GCC,Overdraft,9937523,8,2.96,2.18,13.2,9,3,1,0.63,0,Restructured Account,95
9098,LargeCorp,Manufacturing,GCC,TradeFinance,70518390,6,2.77,4.4,12.5,12,1,0,0.87,0,Mild Deterioration,55
9099,MidCorp,Manufacturing,Europe,TermLoan,2574660,3,2.4,5.47,24,13,0,0,1.07,0,Clean Behaviour,35
9100,LargeCorp,Construction,Africa,TermLoan,39522831,10,2.24,2.94,27.4,8,4,0,0.69,0,Mild Deterioration,55
9101,SmallCorp,Services,GCC,TermLoan,1354870,4,2.04,3.02,20.4,8,0,0,0.77,0,Clean Behaviour,35
9102,LargeCorp,Energy,Europe,TermLoan,155535588,1,1.87,6.26,21.5,18,0,0,0.84,0,Clean Behaviour,35
9103,MidCorp,Manufacturing,GCC,Overdraft,8715957,5,2.25,1.34,19.6,11,0,0,0.87,0,Clean Behaviour,35
9104,MidCorp,Manufacturing,GCC,Overdraft,8504345,6,2,2.94,9.7,21,1,0,0.73,0,Mild Deterioration,55
9105,SmallCorp,Manufacturing,GCC,TermLoan,998637,4,1.78,5.66,27,20,0,0,0.84,0,Clean Behaviour,35
9106,SmallCorp,Manufacturing,Asia,Overdraft,1556356,5,2.03,2.13,19,13,0,0,0.75,0,Clean Behaviour,35
9107,MidCorp,Transport,Europe,TermLoan,18900063,5,2.11,5.57,13.3,14,1,0,0.87,0,Mild Deterioration,55
9108,LargeCorp,Services,GCC,TermLoan,30003321,10,3.05,0.8,13.7,3,4,0,0.72,0,Mild Deterioration,55
9109,LargeCorp,Services,Asia,Overdraft,91455209,9,1.46,3.83,25.1,16,3,0,0.43,0,Mild Deterioration,55
9110,LargeCorp,Services,Europe,TermLoan,54500780,2,2.36,4.55,22.7,7,1,0,0.9,0,Mild Deterioration,55
9111,SmallCorp,Manufacturing,GCC,Revolver,1983239,7,2.11,2.94,14.4,1,2,0,0.72,0,Mild Deterioration,55
9112,LargeCorp,Construction,GCC,Revolver,54405148,5,0.98,3.89,16.4,10,0,0,0.96,0,Clean Behaviour,35
9113,SmallCorp,Transport,GCC,Revolver,2812291,6,2.52,1.88,15.4,18,0,0,0.58,0,Clean Behaviour,35
9114,SmallCorp,Construction,GCC,Revolver,1296413,5,1.16,3.54,14.1,6,0,0,0.62,1,Clean Behaviour,35
9115,MidCorp,Services,Asia,TermLoan,6771792,4,2.4,5.43,23.3,6,1,0,0.57,0,Mild Deterioration,55
9116,SmallCorp,Services,Europe,Overdraft,2324525,6,1.56,2.88,21.1,12,0,0,0.62,0,Clean Behaviour,35
9117,MidCorp,Manufacturing,GCC,Revolver,10890436,5,0.72,5.4,21.9,8,0,0,0.91,0,Clean Behaviour,35
9118,SmallCorp,Services,GCC,TradeFinance,1113882,5,1.56,5.04,20.7,7,0,0,1.03,0,Clean Behaviour,35
9119,SmallCorp,Construction,GCC,Revolver,1859834,9,4.21,4.91,13.3,18,3,0,0.78,1,Mild Deterioration,55
9120,LargeCorp,Retail,GCC,TermLoan,34469726,3,0.94,3.17,28.3,12,1,0,0.85,0,Mild Deterioration,55
9121,MidCorp,Manufacturing,Europe,TradeFinance,6657075,7,0.91,4.28,18.9,13,1,0,0.85,0,Mild Deterioration,55
9122,SmallCorp,Services,Asia,TermLoan,2055767,10,4.28,2.14,18.5,10,4,0,0.65,0,Mild Deterioration,55
9123,MidCorp,Energy,Africa,Overdraft,11206325,8,2.5,3.06,11.7,1,2,0,0.46,0,Mild Deterioration,55
9124,LargeCorp,Services,GCC,TradeFinance,30671743,6,1.37,0.88,20.2,17,0,0,0.79,0,Clean Behaviour,35
9125,SmallCorp,Retail,GCC,TermLoan,3519376,5,2.51,4.85,14.3,16,0,0,0.96,0,Clean Behaviour,35
9126,SmallCorp,Manufacturing,Asia,Overdraft,1377775,9,1.97,4.09,14.6,8,4,0,0.77,0,Mild Deterioration,55
9127,LargeCorp,Retail,Asia,Revolver,41144597,1,0.75,3.56,19.3,3,0,0,1.09,0,Clean Behaviour,35
9128,LargeCorp,Services,Africa,Overdraft,110493655,5,2.24,3.85,14.6,13,0,0,0.6,0,Clean Behaviour,35
9129,SmallCorp,Construction,Europe,TermLoan,1156671,8,1.79,4.2,18.8,16,3,0,0.86,0,Mild Deterioration,55
9130,SmallCorp,Services,Africa,Overdraft,4702185,6,1.83,3.36,25.3,24,0,0,0.5,0,Clean Behaviour,35
9131,MidCorp,Manufacturing,GCC,Revolver,5502383,9,1.63,2.59,16.6,16,3,0,0.69,1,Mild Deterioration,55
9132,SmallCorp,Transport,GCC,Revolver,901448,6,1.76,5.94,8.2,10,0,0,0.88,0,Clean Behaviour,35
9133,MidCorp,Services,GCC,TermLoan,8576562,4,2.98,8.78,21.9,21,1,0,0.8,0,Mild Deterioration,55
9134,SmallCorp,Services,GCC,TradeFinance,1069500,5,1.38,4.95,17.9,6,0,0,0.87,0,Clean Behaviour,35
9135,SmallCorp,Transport,Africa,TermLoan,1183003,2,0.82,6.71,24.9,1,1,0,0.93,0,Mild Deterioration,55
9136,MidCorp,Services,Europe,TermLoan,8151892,4,1.58,6.19,16.3,14,0,0,0.87,0,Clean Behaviour,35
9137,MidCorp,Services,Europe,TradeFinance,13602455,7,1.83,0.42,21.6,17,1,0,0.9,1,Mild Deterioration,55
9138,MidCorp,Manufacturing,GCC,Overdraft,10509665,5,2.64,6.59,31,6,1,0,0.6,0,Mild Deterioration,55
9139,SmallCorp,Services,GCC,TradeFinance,1199566,3,0.41,5.07,21.8,5,0,0,0.48,0,Clean Behaviour,35
9140,SmallCorp,Transport,GCC,Revolver,1760564,5,2.01,1.42,9.8,11,0,0,1.01,0,Clean Behaviour,35
9141,MidCorp,Transport,GCC,Overdraft,7634437,7,2.89,1.98,17.7,10,1,0,0.72,0,Mild Deterioration,55
9142,MidCorp,Services,GCC,Overdraft,5362748,2,1.94,6.35,19.8,7,0,0,0.58,0,Clean Behaviour,35
9143,SmallCorp,Transport,Asia,Overdraft,1507970,2,1.38,4.72,21.2,5,1,0,0.77,0,Mild Deterioration,55
9144,MidCorp,Construction,Asia,Overdraft,32786616,5,2.62,1.87,14.5,17,0,0,0.57,0,Clean Behaviour,35
9145,LargeCorp,Services,GCC,Overdraft,45511029,4,1.45,3.71,9.3,4,0,0,0.98,0,Clean Behaviour,35
9146,MidCorp,Transport,GCC,Overdraft,8612113,5,0.83,5.7,11.5,13,0,0,0.73,0,Clean Behaviour,35
9147,MidCorp,Energy,GCC,Revolver,12623160,4,1.39,4.9,19.7,3,1,0,0.92,0,Mild Deterioration,55
9148,SmallCorp,Retail,GCC,Revolver,1290109,7,1.56,3.81,12.7,8,1,0,0.7,0,Mild Deterioration,55
9149,SmallCorp,Energy,Asia,Revolver,1828215,2,2.31,6.99,18.9,8,0,0,0.85,0,Clean Behaviour,35
9150,LargeCorp,Manufacturing,Asia,TradeFinance,91084688,5,1.76,2.74,15.2,10,1,0,0.72,0,Mild Deterioration,55
9151,MidCorp,Transport,GCC,TermLoan,5373309,8,2.07,4.84,13.2,9,2,0,0.77,0,Mild Deterioration,55
9152,MidCorp,Services,GCC,TermLoan,5734881,2,1.81,5.27,25.3,16,0,0,0.79,0,Clean Behaviour,35
9153,SmallCorp,Manufacturing,GCC,TermLoan,1710524,2,0.8,4.56,19.7,18,0,0,0.75,0,Clean Behaviour,35
9154,MidCorp,Manufacturing,Europe,TermLoan,13992667,4,1.46,2.76,24.2,21,1,0,1.04,0,Mild Deterioration,55
9155,SmallCorp,Energy,GCC,Revolver,1376362,7,3.27,1.14,14.2,11,2,0,0.69,0,Mild Deterioration,55
9156,LargeCorp,Energy,GCC,TermLoan,115058155,5,1.47,5.22,16,1,1,0,0.9,0,Mild Deterioration,55
9157,MidCorp,Services,GCC,Overdraft,4466498,8,2.52,4.08,16.9,15,2,0,0.67,0,Mild Deterioration,55
9158,SmallCorp,Manufacturing,Asia,Overdraft,2400021,5,1.3,3.57,23.7,9,0,0,0.69,0,Clean Behaviour,35
9159,SmallCorp,Retail,Europe,TradeFinance,2245911,5,3.05,2.35,11.4,3,0,0,0.55,0,Clean Behaviour,35
9160,SmallCorp,Services,GCC,TermLoan,643755,4,1.62,4.7,27.2,11,0,0,0.8,0,Clean Behaviour,35
9161,MidCorp,Energy,GCC,Revolver,2940312,7,3.3,2.62,14,17,1,0,1.14,0,Mild Deterioration,55
9162,SmallCorp,Retail,Europe,TradeFinance,1052297,6,2.43,4.45,11.8,14,0,0,0.45,0,Clean Behaviour,35
9163,MidCorp,Services,GCC,Overdraft,6903344,10,4.53,3.41,-3.7,9,4,0,0.68,1,Mild Deterioration,55
9164,MidCorp,Construction,GCC,Overdraft,12702974,6,2.71,0.53,12.6,8,1,0,0.73,0,Mild Deterioration,55
9165,SmallCorp,Manufacturing,Europe,Overdraft,2280097,5,3.44,2.93,22,14,0,0,0.73,0,Clean Behaviour,35
9166,MidCorp,Transport,Asia,Overdraft,17861783,6,1.51,3.21,26.6,15,1,1,0.55,0,Restructured Account,95
9167,MidCorp,Services,GCC,TermLoan,3848903,6,3.49,1.24,2.9,15,1,0,0.85,0,Mild Deterioration,55
