cust_id,segment,facility_type,limit_amt,current_balance,util_ratio,util_change_12m,undrawn_amt,obs_ccf,ead_at_default,dpd_12m_max,high_risk_flag,default_flag,secured_flag,revolving_flag,util_ratio_12m_ago,util_ratio_6m_ago,util_max_12m,util_min_12m,util_vol_12m,undrawn_ratio,limit_bucket,obs_ccf_capped,obs_ccf_high_flag,dpd_ever_30plus,high_risk_dpd_flag,segment_stress_scale,ccf_baseline,ccf_ttc,ccf_pit,ead_current,ead_ttc,ead_stressed_up,ead_stressed_down,high_util_flag,low_util_flag,ccf_gap,new_to_bank_flag,refinance_flag,sector_code
14544,Retail,CreditLine,20751,7729,0.373,0.177,13021,0.772,17783,0,1,0,0,1,0.196,0.2845,0.373,0.196,0.0885,0.6274878319117151,L1_0_50k,0.772,1,0,1,1.0,0.6,0.6,0.7032,7729,13820.984455958549,21339.6,16004.7,0,0,0.17200000000000004,0,0,SERVICES
14545,Corporate,Revolver,5620796,921880,0.164,0.155,4698916,0.616,3817188,60,1,0,0,1,0.009000000000000008,0.08650000000000001,0.164,0.009000000000000008,0.0775,0.8359876430313429,L4_500k_plus,0.616,0,1,1,1.1,0.9,0.81,0.7296,921880,5019354.350649351,4656969.36,3397297.32,0,1,-0.28400000000000003,1,0,
14546,Corporate,Revolver,3692659,1434977,0.389,0.105,2257681,0.432,2409500,30,1,1,0,1,0.28400000000000003,0.3365,0.389,0.28400000000000003,0.05249999999999999,0.6113970989468565,L4_500k_plus,0.432,0,1,1,1.1,0.9,0.81,0.6192,1434977,4517812.500000001,2939590.0,2144455.0,0,0,-0.468,0,0,
14547,Retail,CreditLine,44836,7648,0.171,0.12,37188,0.26,17332,0,1,1,0,1,0.05100000000000002,0.11100000000000002,0.171,0.05100000000000002,0.06,0.8294227852618432,L1_0_50k,0.26,0,0,1,1.0,0.6,0.6,0.396,7648,39996.92307692307,20798.399999999998,15598.800000000001,0,1,-0.33999999999999997,0,0,SERVICES
14548,Retail,Overdraft,38859,20729,0.533,-0.117,18130,0.412,28198,60,1,0,0,1,0.65,0.5915,0.65,0.533,0.058499999999999996,0.4665585835971075,L1_0_50k,0.412,0,1,1,1.0,0.9,0.81,0.6072,20729,55437.81553398059,33837.6,25378.2,0,0,-0.48800000000000004,1,0,SERVICES
14549,SME,CreditLine,465508,252810,0.543,-0.058,212697,0.57,374141,0,0,0,0,1,0.6010000000000001,0.5720000000000001,0.6010000000000001,0.543,0.029000000000000026,0.4569137372504876,L3_200_500k,0.57,0,0,0,1.2,0.5,0.53,0.542,252810,347885.4912280702,463934.84,329244.08,0,0,0.06999999999999995,1,0,MANUFACTURING
14550,Retail,CreditLine,129655,57603,0.444,-0.121,72052,0.793,114744,5,0,0,0,1,0.565,0.5045,0.565,0.444,0.06049999999999997,0.5557209517565848,L2_50_200k,0.793,1,0,0,1.0,0.5,0.53,0.6758,57603,76688.92812105926,137692.8,103269.6,0,0,0.29300000000000004,1,0,SERVICES
14551,SME,Overdraft,429447,99451,0.232,-0.135,329995,0.302,199236,60,1,0,0,1,0.367,0.2995,0.367,0.232,0.06749999999999999,0.7684184544309309,L3_200_500k,0.302,0,1,1,1.2,0.9,0.81,0.5412,99451,534374.701986755,247052.63999999998,175327.68,0,0,-0.5980000000000001,0,0,MANUFACTURING
14552,Retail,Revolver,107230,99830,0.931,0.086,7399,0.595,104236,0,1,0,0,1,0.8450000000000001,0.8880000000000001,0.931,0.8450000000000001,0.04299999999999998,0.06900121234729087,L2_50_200k,0.595,0,0,1,1.0,0.85,0.7749999999999999,0.6970000000000001,99830,135769.57983193276,125083.2,93812.40000000001,1,0,-0.255,1,1,SERVICES
14553,Corporate,Overdraft,1110957,570450,0.513,-0.041,540507,0.303,734215,0,0,0,0,1,0.554,0.5335000000000001,0.554,0.513,0.020500000000000018,0.4865237808484037,L4_500k_plus,0.303,0,0,0,1.1,0.75,0.7049999999999998,0.4818,570450,1708322.0297029698,895742.2999999999,653451.35,0,0,-0.447,0,0,
14554,Retail,CreditLine,86196,29743,0.345,0.043,56453,0.449,55070,0,0,0,0,1,0.302,0.3235,0.345,0.302,0.02149999999999999,0.6549375841106316,L2_50_200k,0.449,0,0,0,1.0,0.5,0.53,0.4694,29743,65004.67706013364,66084.0,49563.0,0,0,-0.05099999999999999,0,0,SERVICES
14555,Retail,Revolver,75715,63370,0.837,-0.164,12344,0.54,70032,60,1,0,0,1,1.0,0.9185,1.0,0.837,0.08150000000000002,0.16303242422241299,L2_50_200k,0.54,0,1,1,1.0,0.9,0.81,0.684,63370,105048.0,84038.4,63028.8,1,0,-0.36,0,0,SERVICES
14556,Retail,Revolver,19003,5565,0.293,-0.173,13437,0.622,13922,30,0,0,0,1,0.46599999999999997,0.37949999999999995,0.46599999999999997,0.293,0.0865,0.7070988791243488,L1_0_50k,0.622,0,1,0,1.0,0.8,0.74,0.6932,5565,16563.151125401928,16706.399999999998,12529.800000000001,0,0,-0.17800000000000005,0,0,SERVICES
14557,Corporate,CreditLine,2695968,1994445,0.74,0.006,701522,0.559,2386395,0,0,0,0,1,0.734,0.737,0.74,0.734,0.0030000000000000027,0.2602115455376325,L4_500k_plus,0.559,0,0,0,1.1,0.5,0.53,0.5354000000000001,1994445,2262592.754919499,2911401.9,2123891.55,0,0,0.05900000000000005,1,0,
14558,Retail,CreditLine,79786,74300,0.931,0.153,5486,0.328,76102,0,1,0,0,1,0.778,0.8545,0.931,0.778,0.07650000000000001,0.06875893013811947,L2_50_200k,0.328,0,0,1,1.0,0.6,0.6,0.43679999999999997,74300,139210.97560975607,91322.4,68491.8,1,0,-0.27199999999999996,0,0,SERVICES
14559,SME,Overdraft,237260,138474,0.584,-0.163,98786,0.318,169842,5,0,0,0,1,0.747,0.6655,0.747,0.584,0.08150000000000002,0.4163617971845233,L3_200_500k,0.318,0,0,0,1.2,0.75,0.7049999999999998,0.4908,138474,376536.5094339622,210604.08,149460.96,0,0,-0.432,1,0,MANUFACTURING
14560,Corporate,Overdraft,1957136,1164653,0.595,0.008,792483,0.266,1375128,60,1,0,0,1,0.587,0.591,0.595,0.587,0.0040000000000000036,0.404919739864782,L4_500k_plus,0.266,0,1,1,1.1,0.9,0.81,0.5196000000000001,1164653,4187419.84962406,1677656.16,1223863.92,0,0,-0.634,0,0,
14561,Retail,Revolver,28322,16844,0.595,-0.035,11477,0.363,21005,90,1,1,0,1,0.63,0.6125,0.63,0.595,0.017500000000000016,0.40523268130781726,L1_0_50k,0.363,0,1,1,1.0,0.9,0.81,0.5778000000000001,16844,46870.6611570248,25206.0,18904.5,0,0,-0.537,0,0,SERVICES
14562,Corporate,CreditLine,2294106,1590754,0.693,0.022,703351,0.379,1857640,5,0,0,0,1,0.6709999999999999,0.6819999999999999,0.693,0.6709999999999999,0.01100000000000001,0.30659045397204837,L4_500k_plus,0.379,0,0,0,1.1,0.5,0.53,0.4274,1590754,2597755.1451187334,2266320.8,1653299.6,0,0,-0.121,0,0,
14563,Corporate,CreditLine,1350511,305982,0.227,-0.08,1044529,0.344,664981,0,0,0,0,1,0.307,0.267,0.307,0.227,0.039999999999999994,0.7734324266888607,L4_500k_plus,0.344,0,0,0,1.1,0.5,0.53,0.4064,305982,1024534.6802325583,811276.82,591833.09,0,0,-0.15600000000000003,0,0,
14564,SME,CreditLine,527686,357193,0.677,-0.15,170492,0.453,434428,60,1,0,0,1,0.8270000000000001,0.752,0.8270000000000001,0.677,0.07500000000000001,0.3230936579708387,L4_500k_plus,0.453,0,1,1,1.2,0.65,0.635,0.5318,357193,608966.4017660044,538690.72,382296.64,0,0,-0.197,0,0,MANUFACTURING
14565,Retail,Revolver,88853,70236,0.79,0.254,18616,0.485,79264,60,1,0,0,1,0.536,0.663,0.79,0.536,0.127,0.2095145915163247,L2_50_200k,0.485,0,1,1,1.0,0.9,0.81,0.651,70236,132379.05154639177,95116.8,71337.6,0,0,-0.41500000000000004,0,1,SERVICES
14566,Corporate,Overdraft,2645741,552844,0.209,-0.006,2092896,0.423,1437730,0,0,0,0,1,0.215,0.212,0.215,0.209,0.0030000000000000027,0.7910434165702539,L4_500k_plus,0.423,0,0,0,1.1,0.75,0.7049999999999998,0.5538000000000001,552844,2396216.666666666,1754030.5999999999,1279579.7,0,0,-0.327,0,0,
14567,Corporate,Overdraft,1272206,428359,0.337,-0.15,843847,0.378,747287,0,0,0,0,1,0.487,0.41200000000000003,0.487,0.337,0.07499999999999998,0.6632943092549477,L4_500k_plus,0.378,0,0,0,1.1,0.75,0.7049999999999998,0.5268,428359,1393749.5634920632,911690.14,665085.43,0,0,-0.372,0,0,
14568,Retail,Overdraft,23681,11185,0.472,-0.083,12496,0.157,13147,0,0,0,0,1,0.5549999999999999,0.5135,0.5549999999999999,0.472,0.04149999999999998,0.5276804189012289,L1_0_50k,0.157,0,0,0,1.0,0.75,0.7049999999999998,0.39420000000000005,11185,59035.89171974521,15776.4,11832.300000000001,0,0,-0.593,1,0,SERVICES
14569,Corporate,Revolver,4382289,3851282,0.879,-0.026,531007,0.595,4167025,60,1,0,0,1,0.905,0.892,0.905,0.879,0.013000000000000012,0.12117115051061216,L4_500k_plus,0.595,0,1,1,1.1,0.9,0.81,0.7170000000000001,3851282,5672756.722689075,5083770.5,3708652.25,1,0,-0.30500000000000005,0,0,
14570,SME,Revolver,234646,82532,0.352,-0.065,152113,0.423,146854,0,0,0,0,1,0.417,0.38449999999999995,0.417,0.352,0.0325,0.6482658984171902,L3_200_500k,0.423,0,0,0,1.2,0.75,0.7049999999999998,0.5538000000000001,82532,244756.6666666666,182098.96,129231.52,0,0,-0.327,0,0,MANUFACTURING
14571,SME,Overdraft,185108,140844,0.761,0.212,44263,0.449,160717,0,1,0,0,1,0.549,0.655,0.761,0.549,0.10599999999999998,0.2391198651597986,L2_50_200k,0.449,0,0,1,1.2,0.85,0.7749999999999999,0.6093999999999999,140844,277406.8485523385,199289.08,141430.96,0,0,-0.40099999999999997,0,0,MANUFACTURING
14572,Retail,Overdraft,162832,81490,0.5,0.022,81342,0.333,108560,0,0,0,0,1,0.478,0.489,0.5,0.478,0.01100000000000001,0.49954554387344013,L2_50_200k,0.333,0,0,0,1.0,0.75,0.7049999999999998,0.4998,81490,229834.23423423414,130272.0,97704.0,0,0,-0.417,0,0,SERVICES
14573,Retail,Revolver,101291,44223,0.437,-0.187,57067,0.732,86003,0,0,0,0,1,0.624,0.5305,0.624,0.437,0.0935,0.5633965505326238,L2_50_200k,0.732,0,0,0,1.0,0.75,0.7049999999999998,0.7392000000000001,44223,82830.75819672129,103203.59999999999,77402.7,0,0,-0.018000000000000016,0,0,SERVICES
14574,Retail,Overdraft,30848,21907,0.71,-0.051,8941,0.356,25088,5,0,0,0,1,0.761,0.7355,0.761,0.71,0.025500000000000023,0.2898405082987552,L1_0_50k,0.356,0,0,0,1.0,0.75,0.7049999999999998,0.5136000000000001,21907,49682.696629213475,30105.6,22579.2,0,0,-0.394,0,0,SERVICES
14575,Retail,CreditLine,45279,21870,0.483,0.256,23408,0.764,39760,30,1,0,0,1,0.22699999999999998,0.355,0.483,0.22699999999999998,0.128,0.5169725479802999,L1_0_50k,0.764,1,1,1,1.0,0.65,0.635,0.7183999999999999,21870,33046.596858638746,47712.0,35784.0,0,0,0.11399999999999999,0,0,SERVICES
14576,Retail,Card,111362,56735,0.509,-0.111,54627,1.046,113853,30,0,0,1,0,0.62,0.5645,0.62,0.509,0.055499999999999994,0.490535371131984,L2_50_200k,1.046,1,1,0,1.0,0.55,0.565,0.8476000000000001,56735,61498.03537284894,136623.6,102467.7,0,0,0.496,0,0,SERVICES
14577,Corporate,Overdraft,2890464,2707942,0.937,-0.021,182522,0.468,2793275,0,1,0,0,1,0.9580000000000001,0.9475,0.9580000000000001,0.937,0.01050000000000001,0.06314626302213071,L4_500k_plus,0.468,0,0,1,1.1,0.85,0.7749999999999999,0.6208,2707942,4625615.651709401,3407795.5,2486014.75,1,0,-0.38199999999999995,0,0,
14578,SME,Overdraft,367964,328670,0.893,0.179,39294,0.229,337659,0,1,0,0,1,0.714,0.8035,0.893,0.714,0.08950000000000002,0.10678762052809514,L3_200_500k,0.229,0,0,1,1.2,0.85,0.7749999999999999,0.47740000000000005,328670,1142732.423580786,418697.16,297139.92,1,0,-0.621,1,0,MANUFACTURING
14579,Retail,CreditLine,24142,8497,0.352,0.127,15644,0.764,20455,0,1,0,0,1,0.22499999999999998,0.2885,0.352,0.22499999999999998,0.0635,0.647999337254577,L1_0_50k,0.764,1,0,1,1.0,0.6,0.6,0.6983999999999999,8497,16064.13612565445,24546.0,18409.5,0,0,0.16400000000000003,1,1,SERVICES
14580,SME,Card,306892,86541,0.282,-0.079,220350,0.438,182995,0,0,0,1,0,0.361,0.3215,0.361,0.282,0.03950000000000001,0.7180050310858543,L3_200_500k,0.438,0,0,0,1.2,0.5,0.53,0.4628,86541,221432.30593607307,226913.8,161035.6,0,0,-0.062,0,0,MANUFACTURING
14581,Corporate,Revolver,2645521,951668,0.36,0.157,1693852,0.26,1391999,30,1,0,0,1,0.20299999999999999,0.2815,0.36,0.20299999999999999,0.0785,0.6402716137955435,L4_500k_plus,0.26,0,1,1,1.1,0.9,0.81,0.516,951668,4336612.269230769,1698238.78,1238879.11,0,0,-0.64,0,0,
14582,Retail,Overdraft,15739,9976,0.634,0.034,5762,0.277,11574,0,0,0,0,1,0.6,0.617,0.634,0.6,0.017000000000000015,0.3660969566046127,L1_0_50k,0.277,0,0,0,1.0,0.75,0.7049999999999998,0.46620000000000006,9976,29457.292418772555,13888.8,10416.6,0,0,-0.473,0,0,SERVICES
14583,Retail,Revolver,27775,6507,0.234,-0.061,21267,0.561,18449,30,0,0,0,1,0.29500000000000004,0.2645,0.29500000000000004,0.234,0.030500000000000013,0.7656885688568857,L1_0_50k,0.561,0,1,0,1.0,0.8,0.74,0.6566000000000001,6507,24335.579322638143,22138.8,16604.100000000002,0,0,-0.239,0,0,SERVICES
14584,Retail,Overdraft,47791,31213,0.653,0.149,16577,0.434,38413,0,1,0,0,1,0.504,0.5785,0.653,0.504,0.07450000000000001,0.346864472390199,L1_0_50k,0.434,0,0,1,1.0,0.85,0.7749999999999999,0.6004,31213,68594.64285714286,46095.6,34571.700000000004,0,0,-0.416,0,0,SERVICES
14585,Retail,CreditLine,47326,26822,0.567,-0.113,20504,0.559,38275,5,0,0,0,1,0.6799999999999999,0.6234999999999999,0.6799999999999999,0.567,0.056499999999999995,0.43325022186535944,L1_0_50k,0.559,0,0,0,1.0,0.5,0.53,0.5354000000000001,26822,36289.355992844365,45930.0,34447.5,0,0,0.05900000000000005,0,0,SERVICES
14586,Corporate,Revolver,2885472,1968355,0.682,-0.006,917117,0.546,2468679,60,1,0,0,1,0.6880000000000001,0.685,0.6880000000000001,0.682,0.0030000000000000027,0.31783950771312286,L4_500k_plus,0.546,0,1,1,1.1,0.9,0.81,0.6876,1968355,3662325.989010989,3011788.38,2197124.31,0,0,-0.354,0,0,
14587,SME,CreditLine,313162,163546,0.522,0.073,149616,0.466,233235,5,0,0,0,1,0.449,0.48550000000000004,0.522,0.449,0.036500000000000005,0.4777591150905921,L3_200_500k,0.466,0,0,0,1.2,0.5,0.53,0.4796,163546,265267.27467811154,289211.4,205246.8,0,0,-0.033999999999999975,0,0,MANUFACTURING
14588,Corporate,Card,2190455,1890290,0.863,0.166,300165,0.966,2180340,0,1,1,1,0,0.697,0.78,0.863,0.697,0.08300000000000002,0.1370331734730912,L4_500k_plus,0.966,1,0,1,1.1,0.6,0.6,0.8196,1890290,1354248.447204969,2660014.8,1940502.6,1,0,0.366,0,0,
14589,Retail,Card,52783,15838,0.3,-0.019,36945,1.039,54210,90,1,0,1,0,0.319,0.3095,0.319,0.3,0.009500000000000008,0.6999412689691756,L2_50_200k,1.039,1,1,1,1.0,0.65,0.635,0.8834,15838,33131.23195380174,65052.0,48789.0,0,0,0.3889999999999999,0,0,SERVICES
14590,Retail,Overdraft,80522,29343,0.364,-0.072,51179,0.284,43859,5,0,0,0,1,0.436,0.4,0.436,0.364,0.036000000000000004,0.6355902734656367,L2_50_200k,0.284,0,0,0,1.0,0.75,0.7049999999999998,0.47040000000000004,29343,108875.33450704224,52630.799999999996,39473.1,0,0,-0.466,0,0,SERVICES
14591,Retail,Revolver,58422,15098,0.258,0.014,43324,0.415,33078,30,0,0,0,1,0.244,0.251,0.258,0.244,0.007000000000000006,0.7415699565232275,L2_50_200k,0.415,0,1,0,1.0,0.8,0.74,0.5690000000000001,15098,58982.4578313253,39693.6,29770.2,0,0,-0.38500000000000006,0,0,SERVICES
14592,SME,Card,183524,87430,0.476,-0.026,96093,0.863,170342,0,0,0,1,0,0.502,0.489,0.502,0.476,0.013000000000000012,0.5235990933065975,L2_50_200k,0.863,1,0,0,1.2,0.5,0.53,0.7178,87430,104613.27925840093,211224.08,149900.96,0,0,0.363,0,0,MANUFACTURING
14593,SME,Revolver,223576,183613,0.821,-0.08,39962,0.659,209940,0,1,0,0,1,0.9009999999999999,0.861,0.9009999999999999,0.821,0.03999999999999998,0.17874011521809138,L3_200_500k,0.659,0,0,1,1.2,0.85,0.7749999999999999,0.7354,183613,246894.5371775417,260325.6,184747.2,1,0,-0.19099999999999995,0,0,MANUFACTURING
14594,Corporate,Overdraft,3669933,1963065,0.535,-0.001,1706867,0.252,2393956,30,0,1,0,1,0.536,0.5355000000000001,0.536,0.535,0.0005000000000000004,0.4650948668545175,L4_500k_plus,0.252,0,1,0,1.1,0.8,0.74,0.47120000000000006,1963065,7029870.793650793,2920626.32,2130620.84,0,0,-0.548,0,0,
14595,SME,CreditLine,174958,99068,0.566,-0.159,75889,0.563,141782,0,0,0,0,1,0.725,0.6455,0.725,0.566,0.07950000000000002,0.4337555298986042,L2_50_200k,0.563,0,0,0,1.2,0.5,0.53,0.5378,99068,133471.50976909418,175809.68,124768.16,0,0,0.06299999999999994,1,0,MANUFACTURING
14596,SME,CreditLine,329517,79870,0.242,-0.041,249647,0.528,211652,0,0,0,0,1,0.283,0.26249999999999996,0.283,0.242,0.02049999999999999,0.7576149333721781,L3_200_500k,0.528,0,0,0,1.2,0.5,0.53,0.5168,79870,212453.71212121216,262448.48,186253.76,0,0,0.028000000000000025,0,0,MANUFACTURING
14597,Retail,Revolver,33505,22334,0.667,-0.0,11170,0.539,28354,0,0,0,0,1,0.667,0.667,0.667,0.667,1.3597399555105182e-16,0.3333830771526638,L1_0_50k,0.539,0,0,0,1.0,0.75,0.7049999999999998,0.6234000000000001,22334,37086.400742115016,34024.799999999996,25518.600000000002,0,0,-0.21099999999999997,0,0,SERVICES
14598,Retail,Overdraft,38826,27680,0.713,0.107,11145,0.297,30989,0,1,0,0,1,0.606,0.6595,0.713,0.606,0.05349999999999999,0.2870499150054088,L1_0_50k,0.297,0,0,1,1.0,0.85,0.7749999999999999,0.5182,27680,80863.55218855219,37186.799999999996,27890.100000000002,0,0,-0.5529999999999999,0,0,SERVICES
14599,Retail,Revolver,46920,38810,0.827,0.12,8110,0.541,43201,0,1,0,0,1,0.707,0.7669999999999999,0.827,0.707,0.06,0.172847399829497,L1_0_50k,0.541,0,0,1,1.0,0.85,0.7749999999999999,0.6646000000000001,38810,61886.82994454712,51841.2,38880.9,1,0,-0.30899999999999994,0,0,SERVICES
14600,Corporate,CreditLine,1595314,1275851,0.8,0.104,319463,0.215,1344543,5,1,0,0,1,0.6960000000000001,0.748,0.8,0.6960000000000001,0.05199999999999999,0.20025085970536208,L4_500k_plus,0.215,0,0,1,1.1,0.6,0.6,0.369,1275851,3752213.023255814,1640342.46,1196643.27,0,0,-0.385,0,0,
14601,Retail,Revolver,35356,16238,0.459,0.27,19117,0.679,29227,30,1,0,0,1,0.189,0.324,0.459,0.189,0.135,0.540700305464419,L1_0_50k,0.679,0,1,1,1.0,0.9,0.81,0.7674000000000001,16238,34865.78792341679,35072.4,26304.3,0,0,-0.22099999999999997,0,0,SERVICES
14602,Retail,Revolver,72292,64620,0.894,0.184,7671,0.481,68310,0,1,0,0,1,0.71,0.802,0.894,0.71,0.09200000000000003,0.10611132628783268,L2_50_200k,0.481,0,0,1,1.0,0.85,0.7749999999999999,0.6286,64620,110062.88981288981,81972.0,61479.0,1,0,-0.369,0,0,SERVICES
14603,SME,CreditLine,261884,162926,0.622,0.017,98957,0.458,208277,30,0,0,0,1,0.605,0.6134999999999999,0.622,0.605,0.008500000000000008,0.37786577263215776,L3_200_500k,0.458,0,1,0,1.2,0.55,0.565,0.4948,162926,256935.6004366812,258263.48,183283.76,0,0,-0.09200000000000003,0,0,MANUFACTURING
14604,Retail,Revolver,60659,14522,0.239,0.062,46136,0.562,40434,5,0,0,0,1,0.177,0.208,0.239,0.177,0.031,0.7605796336899718,L2_50_200k,0.562,0,0,0,1.0,0.75,0.7049999999999998,0.6372,14522,50722.366548042686,48520.799999999996,36390.6,0,0,-0.18799999999999994,0,0,SERVICES
14605,SME,Revolver,215707,36777,0.17,-0.005,178930,0.66,154893,5,0,0,0,1,0.17500000000000002,0.17250000000000001,0.17500000000000002,0.17,0.0025000000000000022,0.829504837580607,L3_200_500k,0.66,0,0,0,1.2,0.75,0.7049999999999998,0.6960000000000001,36777,165453.88636363632,192067.32,136305.84,0,1,-0.08999999999999997,0,0,MANUFACTURING
14606,SME,CreditLine,217962,127445,0.585,0.14,90517,0.518,174325,30,1,0,0,1,0.44499999999999995,0.5149999999999999,0.585,0.44499999999999995,0.07,0.4152879859792074,L3_200_500k,0.518,0,1,1,1.2,0.65,0.635,0.5708,127445,213699.56563706562,216163.0,153406.0,0,0,-0.132,0,0,MANUFACTURING
14607,Corporate,Revolver,4228676,1331527,0.315,-0.031,2897148,0.666,3262033,0,0,0,0,1,0.346,0.3305,0.346,0.315,0.015499999999999986,0.6851194085335457,L4_500k_plus,0.666,0,0,0,1.1,0.75,0.7049999999999998,0.6996,1331527,3453052.9504504493,3979680.26,2903209.37,0,0,-0.08399999999999996,0,0,
14608,SME,Revolver,276010,239220,0.867,-0.103,36789,0.589,260906,0,1,0,0,1,0.97,0.9185,0.97,0.867,0.05149999999999999,0.13328864896199413,L3_200_500k,0.589,0,0,1,1.2,0.85,0.7749999999999999,0.6934,239220,343297.3684210526,323523.44,229597.28,1,0,-0.261,0,1,MANUFACTURING
14609,SME,Card,146333,71532,0.489,-0.033,74800,0.765,128779,60,1,1,1,0,0.522,0.5055000000000001,0.522,0.489,0.016500000000000015,0.5111628955874615,L2_50_200k,0.765,1,1,1,1.2,0.65,0.635,0.719,71532,106894.98692810458,159685.96,113325.52,0,0,0.11499999999999999,0,0,MANUFACTURING
14610,Retail,Card,77303,11053,0.143,0.081,66250,0.927,72492,0,0,0,1,0,0.061999999999999986,0.10249999999999998,0.143,0.061999999999999986,0.0405,0.857017192088276,L2_50_200k,0.927,1,0,0,1.0,0.5,0.53,0.7562,11053,41446.3430420712,86990.4,65242.8,0,1,0.42700000000000005,0,0,SERVICES
14611,Corporate,Overdraft,1838295,242941,0.132,-0.116,1595353,0.245,633800,0,0,0,0,1,0.248,0.19,0.248,0.132,0.057999999999999996,0.8678438444319329,L4_500k_plus,0.245,0,0,0,1.1,0.75,0.7049999999999998,0.44700000000000006,242941,1823791.8367346935,773236.0,564082.0,0,1,-0.505,1,0,
14612,SME,Revolver,205308,179351,0.874,0.204,25957,0.592,194728,5,1,0,0,1,0.67,0.772,0.874,0.67,0.10199999999999998,0.12642955949110604,L3_200_500k,0.592,0,0,1,1.2,0.85,0.7749999999999999,0.6952,179351,254922.63513513512,241462.72,171360.64,1,0,-0.258,0,0,MANUFACTURING
14613,SME,Overdraft,173783,140889,0.811,-0.033,32893,0.289,150381,30,1,0,0,1,0.8440000000000001,0.8275000000000001,0.8440000000000001,0.811,0.016500000000000015,0.18927628133937152,L2_50_200k,0.289,0,1,1,1.2,0.9,0.81,0.5334,140889,421483.07958477514,186472.44,132335.28,1,0,-0.611,0,0,MANUFACTURING
14614,Corporate,CreditLine,2057106,1734286,0.843,-0.03,322819,0.321,1837881,0,1,0,0,1,0.873,0.858,0.873,0.843,0.015000000000000013,0.15692871441724443,L4_500k_plus,0.321,0,0,1,1.1,0.6,0.6,0.4326,1734286,3435291.5887850467,2242214.82,1635714.09,1,0,-0.27899999999999997,0,0,
14615,Retail,Overdraft,26303,18435,0.701,0.001,7868,0.223,20187,0,0,0,0,1,0.7,0.7004999999999999,0.701,0.7,0.0005000000000000004,0.2991293768771623,L1_0_50k,0.223,0,0,0,1.0,0.75,0.7049999999999998,0.4338000000000001,18435,63819.88789237666,24224.399999999998,18168.3,0,0,-0.527,0,0,SERVICES
14616,SME,CreditLine,433937,355821,0.82,0.085,78116,0.478,393132,0,1,0,0,1,0.735,0.7775,0.82,0.735,0.04249999999999998,0.1800169148977847,L3_200_500k,0.478,0,0,1,1.2,0.6,0.6,0.5267999999999999,355821,493471.12970711297,487483.68,345956.16,1,0,-0.122,1,0,MANUFACTURING
14617,SME,CreditLine,280306,64916,0.232,-0.043,215390,0.277,124593,5,0,0,0,1,0.275,0.2535,0.275,0.232,0.021500000000000005,0.768410237383431,L3_200_500k,0.277,0,0,0,1.2,0.5,0.53,0.3662,64916,238390.93862815882,154495.32,109641.84,0,0,-0.22299999999999998,0,0,MANUFACTURING
14618,SME,Revolver,211571,81523,0.385,0.298,130048,0.294,119759,30,1,1,0,1,0.08700000000000002,0.23600000000000002,0.385,0.08700000000000002,0.149,0.6146778150124544,L3_200_500k,0.294,0,1,1,1.2,0.9,0.81,0.5364,81523,329948.2653061225,148501.16,105387.92,0,0,-0.6060000000000001,0,0,MANUFACTURING
14619,SME,Overdraft,122482,61956,0.506,-0.149,60525,0.375,84670,5,0,1,0,1,0.655,0.5805,0.655,0.506,0.07450000000000001,0.4941542430724515,L2_50_200k,0.375,0,0,0,1.2,0.75,0.7049999999999998,0.525,61956,159179.59999999998,104990.8,74509.6,0,0,-0.375,0,0,MANUFACTURING
14620,SME,CreditLine,241449,122243,0.506,0.18,119205,0.429,173415,5,1,0,0,1,0.326,0.41600000000000004,0.506,0.326,0.09,0.4937067455238995,L3_200_500k,0.429,0,0,1,1.2,0.6,0.6,0.49739999999999995,122243,242538.46153846153,215034.6,152605.2,0,0,-0.17099999999999999,1,0,MANUFACTURING
14621,Retail,Card,34392,6896,0.201,-0.012,27496,0.726,26851,0,0,0,1,0,0.21300000000000002,0.20700000000000002,0.21300000000000002,0.201,0.006000000000000005,0.7994882530821121,L1_0_50k,0.726,0,0,0,1.0,0.5,0.53,0.6355999999999999,6896,19601.9696969697,32221.199999999997,24165.9,0,0,0.22599999999999998,0,0,SERVICES
14622,SME,Overdraft,269841,231929,0.86,0.036,37911,0.493,250607,5,1,0,0,1,0.824,0.842,0.86,0.824,0.018000000000000016,0.14049384637619933,L3_200_500k,0.493,0,0,1,1.2,0.85,0.7749999999999999,0.6358,231929,393956.23732251517,310752.68,220534.16,1,0,-0.357,0,1,MANUFACTURING
14623,SME,Card,212273,84653,0.399,-0.022,127619,0.725,177203,0,0,0,1,0,0.42100000000000004,0.41000000000000003,0.42100000000000004,0.399,0.01100000000000001,0.6012022254361129,L3_200_500k,0.725,0,0,0,1.2,0.5,0.53,0.635,84653,129541.50344827586,219731.72,155938.64,0,0,0.22499999999999998,0,0,MANUFACTURING
14624,Retail,Revolver,20495,12409,0.605,0.038,8085,0.635,17541,5,0,0,0,1,0.567,0.586,0.605,0.567,0.019000000000000017,0.3944864601122225,L1_0_50k,0.635,0,0,0,1.0,0.75,0.7049999999999998,0.681,12409,19474.653543307082,21049.2,15786.9,0,0,-0.11499999999999999,0,0,SERVICES
