cust_id,segment,facility_type,sector_code,limit_amt,current_balance,util_ratio,util_ratio_12m_ago,util_ratio_6m_ago,util_change_12m,util_max_12m,util_min_12m,util_vol_12m,undrawn_amt,undrawn_ratio,limit_bucket,obs_ccf,obs_ccf_capped,obs_ccf_high_flag,ccf_baseline,ccf_ttc,ccf_pit,ccf_gap,ead_current,ead_ttc,ead_at_default,ead_stressed_up,ead_stressed_down,dpd_12m_max,dpd_ever_30plus,high_risk_flag,high_risk_dpd_flag,secured_flag,revolving_flag,segment_stress_scale,high_util_flag,low_util_flag,new_to_bank_flag,refinance_flag,default_flag
13391,Retail,Overdraft,Trading,59324,11508.86,0.194,0.08185512524300131,0.10450007878928413,0.112,0.194,0.08185512524300131,0.112,47815.14,0.806,50k-150k,0.362,0.362,0,0.277,0.295,0.318,0.085,24753.65,25991.33,28817.94,29704.38,22278.29,30,1,0,0,0,1,0.094,0,1,1,0,0
13392,Retail,Credit Card,Trading,244764,51400.44,0.21,0.24447044396532014,0.18135027314863444,-0.034,0.24447044396532014,0.18135027314863444,0.063,193363.56,0.79,150k-300k,0.598,0.598,1,0.465,0.481,0.452,0.133,141314.5,148380.22,167031.85,183708.85,127183.05,0,0,1,0,1,1,0.075,0,0,0,0,0
13393,Retail,Revolving Loan,Construction,56166,17355.29,0.309,0.3471291749513361,0.28048913635694966,-0.038,0.3471291749513361,0.28048913635694966,0.067,38810.71,0.691,50k-150k,0.252,0.252,0,0.277,0.271,0.31,-0.025,28105.86,29511.15,27135.59,28105.86,25295.27,0,0,0,0,1,0,0.102,0,0,0,0,0
13394,Corporate,Revolving Loan,Manufacturing,503338,22146.87,0.044,0.14463332787897298,0.08365965736916965,-0.101,0.14463332787897298,0.044,0.101,481191.13,0.956,500k+,0.046,0.046,0,0.05,0.035,0.076,-0.004,46206.43,48516.75,44281.66,46206.43,41585.79,0,0,0,0,0,0,0.185,0,1,1,0,0
13395,Retail,Term Loan,Manufacturing,543194,254757.99,0.469,0.6789559340192558,0.41545477514414686,-0.21,0.6789559340192558,0.41545477514414686,0.264,288436.01,0.531,500k+,0.173,0.173,0,0.157,0.175,0.163,0.016,300042.44,315044.56,304657.42,300042.44,270038.2,15,0,0,0,0,0,0.185,0,0,0,0,0
13396,Retail,Overdraft,Manufacturing,488861,272295.58,0.557,0.559800730317748,0.48642447840042496,-0.003,0.559800730317748,0.48642447840042496,0.073,216565.41999999998,0.443,300k-500k,0.414,0.414,0,0.482,0.484,0.491,-0.068,376680.11,395514.12,361953.66,376680.11,339012.1,0,0,0,0,1,1,0.053,0,0,0,0,0
13397,Retail,Credit Card,Services,294635,187682.5,0.637,0.6297911064132963,0.6884064914183304,0.007,0.6884064914183304,0.6297911064132963,0.059,106952.5,0.363,150k-300k,0.231,0.231,0,0.236,0.244,0.234,-0.005,212923.29,223569.45,212388.53,212923.29,191630.96,0,0,0,0,1,1,0.115,0,0,1,0,0
13398,Retail,Overdraft,Public Sector,34535,7908.52,0.229,0.16972896845932567,0.18910128312073807,0.059,0.229,0.16972896845932567,0.059,26626.48,0.771,0-50k,0.596,0.596,1,0.431,0.457,0.472,0.165,19384.53,20353.76,23777.9,25199.89,17446.08,15,0,1,0,0,1,0.143,0,0,0,0,0
13399,Retail,Credit Card,Manufacturing,383375,90859.88,0.237,0.05139524338116175,0.1662477804485831,0.186,0.237,0.05139524338116175,0.186,292515.12,0.763,300k-500k,0.248,0.248,0,0.253,0.265,0.24,-0.005,164866.21,173109.52,163403.63,164866.21,148379.59,0,0,0,0,0,1,0.083,0,0,0,0,0
13400,Retail,Overdraft,Services,194234,103915.19,0.535,0.48586749345815755,0.5562211624752611,0.049,0.5562211624752611,0.48586749345815755,0.07,90318.81,0.465,150k-300k,0.34,0.34,0,0.371,0.371,0.382,-0.031,137423.47,144294.64,134623.59,137423.47,123681.12,0,0,0,0,1,1,0.126,0,0,0,0,0
13401,Corporate,Overdraft,Services,174522,31413.96,0.18,0.2374372931773391,0.07643643426633906,-0.057,0.2374372931773391,0.07643643426633906,0.161,143108.04,0.82,150k-300k,0.447,0.447,0,0.366,0.339,0.406,0.081,83791.5,87981.08,95383.25,108928.95,75412.35,0,0,1,0,0,1,0.156,0,1,0,0,0
13402,SME,Revolving Loan,Trading,211272,107326.18,0.508,0.5044093467300654,0.5428188130787615,0.004,0.5428188130787615,0.5044093467300654,0.038,103945.82,0.492,150k-300k,0.208,0.208,0,0.229,0.267,0.325,-0.021,131129.77,137686.26,128946.91,131129.77,118016.79,0,0,0,0,1,0,0.164,0,0,0,1,0
13403,Retail,Term Loan,Public Sector,357648,110155.58,0.308,0.14922546905024628,0.21919180953391226,0.159,0.308,0.14922546905024628,0.159,247492.41999999998,0.692,300k-500k,0.518,0.518,1,0.574,0.592,0.625,-0.056,252216.23,264827.04,238356.65,252216.23,226994.61,0,0,0,0,0,0,0.129,0,0,0,0,0
13404,Retail,Revolving Loan,Trading,74794,30815.13,0.412,0.29746848493557165,0.3602403272380849,0.115,0.412,0.29746848493557165,0.115,43978.869999999995,0.588,50k-150k,0.349,0.349,0,0.264,0.269,0.319,0.085,42425.55,44546.83,46163.76,50910.66,38183.0,30,1,0,0,0,0,0.099,0,0,0,0,0
13405,Retail,Term Loan,Public Sector,591193,281407.87,0.476,0.4829420550333907,0.39195698299876536,-0.007,0.4829420550333907,0.39195698299876536,0.091,309785.13,0.524,500k+,0.836,0.836,1,0.634,0.652,0.702,0.202,477811.64,501702.22,540388.24,573373.97,430030.48,30,1,0,0,1,0,0.195,0,0,0,0,0
13406,Retail,Overdraft,Trading,222599,120648.66,0.542,0.47576181369232207,0.4632364908334732,0.066,0.542,0.4632364908334732,0.079,101950.34,0.458,150k-300k,0.342,0.342,0,0.302,0.325,0.284,0.04,151437.66,159009.54,155515.68,151437.66,136293.89,0,0,0,0,1,1,0.167,0,0,0,1,0
13407,SME,Credit Card,Construction,362199,40204.09,0.111,0.09328031471324363,0.12978112324318514,0.018,0.12978112324318514,0.09328031471324363,0.037,321994.91000000003,0.889,300k-500k,0.39,0.39,0,0.49,0.529,0.513,-0.1,197981.6,207880.68,165782.1,197981.6,178183.44,15,0,0,0,0,1,0.26,0,1,0,0,0
13408,Corporate,Revolving Loan,Public Sector,245795,91681.54,0.373,0.3463106830187945,0.3364170120682152,0.027,0.373,0.3364170120682152,0.037,154113.46000000002,0.627,150k-300k,0.231,0.231,0,0.099,0.086,0.179,0.132,106938.77,112285.71,127281.75,128326.52,96244.89,30,1,0,0,0,0,0.136,0,0,0,0,0
13409,Retail,Credit Card,Services,318489,129306.53,0.406,0.16543099047538948,0.32898861953706593,0.241,0.406,0.16543099047538948,0.241,189182.47,0.594,300k-500k,0.09,0.09,0,0.0,0.0,0.046,0.09,129306.53,135771.86,146332.95,155167.84,116375.88,30,1,0,0,1,1,0.062,0,0,0,0,0
13410,SME,Revolving Loan,Services,147847,66974.69,0.453,0.5827981713959857,0.4114559944393369,-0.13,0.5827981713959857,0.4114559944393369,0.171,80872.31,0.547,50k-150k,0.524,0.524,1,0.45,0.464,0.46,0.074,103367.23,108535.59,109351.78,103367.23,93030.51,0,0,0,0,1,0,0.154,0,0,0,0,0
13411,Retail,Revolving Loan,Public Sector,389410,282711.66,0.726,0.726437525815609,0.65781920272608,-0.0,0.726437525815609,0.65781920272608,0.069,106698.34000000003,0.274,300k-500k,0.793,0.793,1,0.467,0.507,0.491,0.326,332539.78,349166.77,367323.44,498809.67,299285.8,30,1,1,0,1,0,0.101,0,0,0,0,0
13412,Retail,Revolving Loan,Trading,343215,249517.3,0.727,0.6717044202303785,0.7026504443659687,0.055,0.727,0.6717044202303785,0.055,93697.70000000001,0.273,300k-500k,0.57,0.57,1,0.523,0.548,0.56,0.047,298521.2,313447.26,302924.99,298521.2,268669.08,0,0,0,0,0,0,0.126,0,0,1,0,0
13413,Retail,Credit Card,Construction,11950,6393.25,0.535,0.4072367436417166,0.457776616211619,0.128,0.535,0.4072367436417166,0.128,5556.75,0.465,0-50k,0.582,0.582,1,0.461,0.464,0.464,0.121,8954.91,9402.66,9627.28,10745.89,8059.42,30,1,0,0,0,1,0.139,0,0,0,1,0
13414,Retail,Revolving Loan,Construction,425153,127120.75,0.299,0.4149762538813875,0.25077678818450333,-0.116,0.4149762538813875,0.25077678818450333,0.164,298032.25,0.701,300k-500k,0.255,0.255,0,0.176,0.185,0.17,0.079,179574.43,188553.15,203118.97,233446.76,161616.99,0,0,1,0,0,0,0.148,0,0,0,0,0
13415,Corporate,Revolving Loan,Manufacturing,589156,450115.18,0.764,0.6683876590454947,0.7323379221166159,0.096,0.764,0.6683876590454947,0.096,139040.82,0.236,500k+,0.476,0.476,0,0.515,0.538,0.571,-0.039,521721.2,547807.26,516298.61,521721.2,469549.08,0,0,0,0,1,0,0.277,0,0,0,0,0
13416,Retail,Revolving Loan,Public Sector,260094,52799.08,0.203,0.056683593137891675,0.17425412080691616,0.146,0.203,0.056683593137891675,0.146,207294.91999999998,0.797,150k-300k,0.727,0.727,1,0.386,0.436,0.398,0.341,132814.92,139455.67,203502.49,199222.38,119533.43,60,1,1,1,0,0,0.147,0,0,1,0,0
13417,Retail,Credit Card,Construction,327069,132790.01,0.406,0.39377116421424174,0.23359293228252243,0.012,0.406,0.23359293228252243,0.172,194278.99,0.594,300k-500k,0.135,0.135,0,0.011,0.011,0.035,0.124,134927.08,141673.43,159017.67,161912.5,121434.37,30,1,0,0,0,1,0.073,0,0,1,0,0
13418,Corporate,Revolving Loan,Trading,541114,218068.94,0.403,0.3110804401896831,0.3772968505707007,0.092,0.403,0.3110804401896831,0.092,323045.06,0.597,500k+,0.184,0.184,0,0.148,0.184,0.184,0.036,265879.61,279173.59,277509.23,265879.61,239291.65,0,0,0,0,0,0,0.202,0,0,0,0,0
13419,Corporate,Credit Card,Trading,234963,104323.57,0.444,0.5583871232655028,0.4412915239804986,-0.114,0.5583871232655028,0.4412915239804986,0.117,130639.43,0.556,150k-300k,0.047,0.047,0,0.055,0.068,0.059,-0.008,111508.74,117084.18,110463.62,111508.74,100357.87,0,0,0,0,0,1,0.174,0,0,0,0,0
13420,SME,Term Loan,Services,428377,256597.82,0.599,0.7369810708531664,0.6221111777997506,-0.138,0.7369810708531664,0.599,0.138,171779.18,0.401,300k-500k,0.649,0.649,1,0.571,0.582,0.564,0.078,354683.73,372417.92,368082.51,354683.73,319215.36,0,0,0,0,0,0,0.353,0,0,1,0,0
13421,Corporate,Revolving Loan,Construction,545654,305566.24,0.56,0.5108833362982881,0.5630057698907995,0.049,0.5630057698907995,0.5108833362982881,0.052,240087.76,0.44,500k+,0.579,0.579,1,0.416,0.431,0.442,0.163,405442.75,425714.89,444577.05,486531.3,364898.48,30,1,0,0,1,0,0.291,0,0,0,0,0
13422,Retail,Overdraft,Construction,119379,21965.74,0.184,0.0,0.04871914197465038,0.184,0.184,0.0,0.184,97413.26,0.816,50k-150k,0.426,0.426,0,0.472,0.473,0.52,-0.046,67944.8,71342.04,63463.79,67944.8,61150.32,15,0,0,0,1,1,0.144,0,1,0,0,0
13423,SME,Term Loan,Trading,329990,68967.91,0.209,0.042202644926576494,0.24280271927660982,0.167,0.24280271927660982,0.042202644926576494,0.201,261022.09,0.791,300k-500k,0.345,0.345,0,0.301,0.295,0.401,0.044,147535.56,154912.34,159020.53,147535.56,132782.0,15,0,0,0,0,0,0.391,0,0,1,0,0
13424,SME,Credit Card,Services,373700,283638.3,0.759,0.7876950205603945,0.7339210837055213,-0.029,0.7876950205603945,0.7339210837055213,0.054,90061.70000000001,0.241,300k-500k,0.481,0.481,0,0.528,0.553,0.535,-0.047,331190.88,347750.42,326957.98,331190.88,298071.79,0,0,0,0,0,1,0.373,0,0,0,0,0
13425,Corporate,Overdraft,Construction,522398,145226.64,0.278,0.29467146078725903,0.362616549118043,-0.017,0.362616549118043,0.278,0.085,377171.36,0.722,500k+,0.323,0.323,0,0.302,0.316,0.357,0.021,259132.39,272089.01,267052.99,259132.39,233219.15,0,0,0,0,1,1,0.206,0,0,0,0,0
13426,SME,Credit Card,Trading,208523,191007.07,0.916,0.9643835419611348,0.816959148591698,-0.048,0.9643835419611348,0.816959148591698,0.147,17515.929999999993,0.084,150k-300k,0.464,0.464,0,0.37,0.375,0.392,0.094,197487.96,207362.36,199134.46,256734.35,177739.16,15,0,1,0,0,1,0.372,1,0,1,0,0
13427,Retail,Credit Card,Services,427475,317186.45,0.742,0.7854754764170147,0.6410675822624559,-0.043,0.7854754764170147,0.6410675822624559,0.144,110288.54999999999,0.258,300k-500k,0.147,0.147,0,0.161,0.156,0.211,-0.014,334942.91,351690.06,333398.87,334942.91,301448.62,0,0,0,0,0,1,0.162,0,0,0,0,0
13428,SME,Revolving Loan,Services,37804,21056.83,0.557,0.6059001097052724,0.4395806449806131,-0.049,0.6059001097052724,0.4395806449806131,0.166,16747.17,0.443,0-50k,0.48,0.48,0,0.455,0.434,0.516,0.025,28676.79,30110.63,29095.47,28676.79,25809.11,0,0,0,0,0,0,0.371,0,0,0,0,0
13429,Retail,Overdraft,Trading,340598,174726.77,0.513,0.3773005176131623,0.47561736427445395,0.136,0.513,0.3773005176131623,0.136,165871.23,0.487,300k-500k,0.495,0.495,0,0.506,0.513,0.516,-0.011,258657.61,271590.49,256833.03,258657.61,232791.85,0,0,0,0,0,1,0.118,0,0,0,0,0
13430,Retail,Credit Card,Services,462115,81332.24,0.176,0.0,0.10011008561562766,0.176,0.176,0.0,0.176,380782.76,0.824,300k-500k,0.484,0.484,0,0.492,0.498,0.53,-0.008,268677.36,282111.23,265631.1,268677.36,241809.62,0,0,0,0,1,1,0.093,0,1,0,0,0
13431,Retail,Term Loan,Services,69135,45490.83,0.658,0.6712370989662931,0.6691203346732092,-0.013,0.6712370989662931,0.658,0.013,23644.17,0.342,50k-150k,0.606,0.606,1,0.541,0.552,0.563,0.065,58282.33,61196.45,59819.2,58282.33,52454.1,0,0,0,0,0,0,0.164,0,0,0,1,0
13432,Corporate,Revolving Loan,Manufacturing,452198,170930.84,0.378,0.13462858978899495,0.3125510823325708,0.243,0.378,0.13462858978899495,0.243,281267.16000000003,0.622,300k-500k,0.621,0.621,1,0.487,0.515,0.523,0.134,307907.95,323303.35,345597.75,369489.54,277117.16,90,1,0,0,1,0,0.207,0,0,0,0,0
13433,Retail,Term Loan,Services,362878,69309.7,0.191,0.14730471628993863,0.12719980225213526,0.044,0.191,0.12719980225213526,0.064,293568.3,0.809,300k-500k,0.576,0.576,1,0.349,0.354,0.383,0.227,171765.04,180353.29,238405.04,206118.05,154588.54,30,1,0,0,0,0,0.091,0,1,0,0,0
13434,Retail,Term Loan,Construction,275842,111440.17,0.404,0.3663115816984097,0.3993692429825815,0.038,0.404,0.3663115816984097,0.038,164401.83000000002,0.596,150k-300k,0.358,0.358,0,0.382,0.43,0.471,-0.024,174241.67,182953.75,170296.03,174241.67,156817.5,0,0,0,0,1,0,0.107,0,0,0,0,0
13435,Retail,Revolving Loan,Services,555478,256075.36,0.461,0.4749661104993822,0.42600293271417966,-0.014,0.4749661104993822,0.42600293271417966,0.049,299402.64,0.539,500k+,0.535,0.535,1,0.392,0.387,0.381,0.143,373441.19,392113.25,416255.77,485473.55,336097.07,0,0,1,0,0,0,0.094,0,0,0,0,0
13436,Corporate,Credit Card,Construction,391291,334553.8,0.855,0.7697981732551167,0.8965480575962392,0.085,0.8965480575962392,0.7697981732551167,0.127,56737.20000000001,0.145,300k-500k,0.37,0.37,0,0.361,0.351,0.387,0.009,355035.93,372787.73,355546.56,355035.93,319532.34,0,0,0,0,0,1,0.141,1,0,0,0,0
13437,Retail,Term Loan,Trading,575173,170251.21,0.296,0.3404108998875308,0.20090346717524166,-0.044,0.3404108998875308,0.20090346717524166,0.14,404921.79000000004,0.704,500k+,0.728,0.728,1,0.7,0.723,0.751,0.028,453696.46,476381.28,465034.27,453696.46,408326.81,0,0,0,0,1,0,0.095,0,0,0,0,0
13438,SME,Credit Card,Services,268116,160065.25,0.597,0.635244087988152,0.6370191530236328,-0.038,0.6370191530236328,0.597,0.04,108050.75,0.403,150k-300k,0.235,0.235,0,0.279,0.24,0.275,-0.044,190211.41,199721.98,185457.18,190211.41,171190.27,0,0,0,0,0,1,0.222,0,0,0,0,0
13439,Corporate,Credit Card,Trading,226633,167028.52,0.737,0.583878400268361,0.76219677783923,0.153,0.76219677783923,0.583878400268361,0.178,59604.48000000001,0.263,150k-300k,0.408,0.408,0,0.262,0.265,0.319,0.146,182644.89,191777.13,191347.15,237438.36,164380.4,0,0,1,0,1,1,0.214,0,0,0,0,0
13440,Retail,Revolving Loan,Public Sector,377855,122047.16,0.323,0.08411326626161461,0.3702216949346667,0.239,0.3702216949346667,0.08411326626161461,0.286,255807.84,0.677,300k-500k,0.588,0.588,1,0.442,0.479,0.493,0.146,235114.23,246869.94,272462.17,305648.5,211602.81,0,0,1,0,0,0,0.152,0,0,1,0,1
13441,Retail,Term Loan,Services,491708,146528.98,0.298,0.11454979238770535,0.19375887429231364,0.183,0.298,0.11454979238770535,0.183,345179.02,0.702,300k-500k,0.565,0.565,1,0.522,0.504,0.534,0.043,326712.43,343048.05,341555.13,326712.43,294041.19,0,0,0,0,0,0,0.102,0,0,0,1,0
13442,SME,Term Loan,Trading,83457,32464.77,0.389,0.300234791548368,0.41347732266229764,0.089,0.41347732266229764,0.300234791548368,0.113,50992.229999999996,0.611,50k-150k,0.379,0.379,0,0.213,0.233,0.236,0.166,43326.11,45492.42,51790.83,51991.33,38993.5,60,1,0,0,0,0,0.269,0,0,0,0,0
13443,Corporate,Revolving Loan,Public Sector,561294,241356.42,0.43,0.3063979992445871,0.32292533581132227,0.124,0.43,0.3063979992445871,0.124,319937.57999999996,0.57,500k+,0.614,0.614,1,0.532,0.544,0.561,0.082,411563.21,432141.37,437798.09,411563.21,370406.89,0,0,0,0,0,0,0.183,0,0,0,0,1
13444,SME,Credit Card,Construction,60572,19201.32,0.317,0.32600491950159177,0.2924007265816764,-0.009,0.32600491950159177,0.2924007265816764,0.034,41370.68,0.683,50k-150k,0.346,0.346,0,0.364,0.388,0.434,-0.018,34260.25,35973.26,33515.58,34260.25,30834.22,0,0,0,0,1,1,0.274,0,0,0,0,0
13445,Retail,Credit Card,Construction,547118,290519.66,0.531,0.43635357859045854,0.49126386211287304,0.095,0.531,0.43635357859045854,0.095,256598.34000000003,0.469,500k+,0.538,0.538,1,0.431,0.459,0.448,0.107,401113.54,421169.22,428569.57,481336.25,361002.19,60,1,0,0,1,1,0.153,0,0,0,0,1
13446,Corporate,Revolving Loan,Construction,188177,70190.02,0.373,0.23334573854686147,0.3780257961023222,0.14,0.3780257961023222,0.23334573854686147,0.145,117986.98,0.627,150k-300k,0.386,0.386,0,0.29,0.312,0.289,0.096,104406.24,109626.55,115732.99,125287.49,93965.62,30,1,0,0,0,0,0.14,0,0,0,0,0
13447,Retail,Credit Card,Construction,593318,461008.09,0.777,0.6808844115485485,0.8499079247353384,0.096,0.8499079247353384,0.6808844115485485,0.169,132309.90999999997,0.223,500k+,0.616,0.616,1,0.439,0.474,0.449,0.177,519092.14,545046.75,542510.99,622910.57,467182.93,30,1,0,0,1,1,0.073,0,0,0,0,0
13448,SME,Credit Card,Construction,334513,197028.16,0.589,0.5377195215538523,0.7589990564962201,0.051,0.7589990564962201,0.5377195215538523,0.221,137484.84,0.411,300k-500k,0.359,0.359,0,0.267,0.283,0.319,0.092,233736.61,245423.44,246385.22,303857.59,210362.95,0,0,1,0,1,1,0.152,0,0,0,0,0
13449,SME,Term Loan,Manufacturing,347476,43781.98,0.126,0.07043087033408175,0.16463610063048828,0.056,0.16463610063048828,0.07043087033408175,0.094,303694.02,0.874,300k-500k,0.651,0.651,1,0.598,0.615,0.645,0.053,225391.0,236660.55,241486.79,225391.0,202851.9,15,0,0,0,0,0,0.297,0,1,0,0,0
13450,Retail,Credit Card,Trading,519500,71691.0,0.138,0.18878447523374503,0.15865621666011884,-0.051,0.18878447523374503,0.138,0.051,447809.0,0.862,500k+,0.416,0.416,0,0.288,0.298,0.336,0.128,200659.99,210692.99,257979.54,260857.99,180593.99,0,0,1,0,1,1,0.079,0,1,0,0,0
13451,SME,Credit Card,Public Sector,487618,393995.34,0.808,0.8483864121416294,0.7057412953586689,-0.04,0.8483864121416294,0.7057412953586689,0.143,93622.65999999997,0.192,300k-500k,0.538,0.538,1,0.437,0.453,0.403,0.101,434908.44,456653.86,444364.33,434908.44,391417.6,0,0,0,0,0,1,0.15,1,0,0,0,1
13452,SME,Credit Card,Public Sector,420349,66835.49,0.159,0.12482158656000464,0.15003727528420166,0.034,0.159,0.12482158656000464,0.034,353513.51,0.841,300k-500k,0.459,0.459,0,0.342,0.343,0.425,0.117,187737.11,197123.97,229098.19,244058.24,168963.4,15,0,1,0,0,1,0.198,0,1,0,0,0
13453,Corporate,Credit Card,Services,269551,170356.23,0.632,0.6552284889278763,0.7235409542778881,-0.023,0.7235409542778881,0.632,0.092,99194.76999999999,0.368,150k-300k,0.777,0.777,1,0.741,0.75,0.788,0.036,243859.55,256052.53,247430.57,317017.41,219473.6,0,0,1,0,0,1,0.267,0,0,0,0,0
13454,Retail,Revolving Loan,Trading,270449,4868.08,0.018,0.0,0.07925742961219827,0.018,0.07925742961219827,0.0,0.079,265580.92,0.982,150k-300k,0.478,0.478,0,0.503,0.499,0.538,-0.025,138455.28,145378.04,131815.76,138455.28,124609.75,0,0,0,0,0,0,0.15,0,1,0,0,0
13455,Retail,Revolving Loan,Manufacturing,560941,55533.16,0.099,0.05638964796438942,0.06713013565430032,0.043,0.099,0.05638964796438942,0.043,505407.83999999997,0.901,500k+,0.269,0.269,0,0.224,0.248,0.298,0.045,168744.52,177181.75,191487.87,219367.88,151870.07,0,0,1,0,0,0,0.064,0,1,1,0,0
13456,SME,Revolving Loan,Manufacturing,460907,314799.48,0.683,0.5287183647316843,0.7000731138809781,0.154,0.7000731138809781,0.5287183647316843,0.171,146107.52000000002,0.317,300k-500k,0.463,0.463,0,0.338,0.322,0.357,0.125,364183.82,382393.01,382447.26,473438.97,327765.44,0,0,1,0,1,0,0.329,0,0,0,1,0
13457,Retail,Credit Card,Trading,291593,118969.94,0.408,0.34383378746928883,0.36707628050663255,0.064,0.408,0.34383378746928883,0.064,172623.06,0.592,150k-300k,0.508,0.508,1,0.49,0.479,0.542,0.018,203555.24,213733.0,206662.45,203555.24,183199.72,0,0,0,0,0,1,0.072,0,0,0,0,0
13458,Retail,Revolving Loan,Construction,476685,169223.18,0.355,0.2602510046233125,0.4577864680787115,0.095,0.4577864680787115,0.2602510046233125,0.198,307461.82,0.645,300k-500k,0.278,0.278,0,0.371,0.387,0.391,-0.093,283291.52,297456.1,254697.57,283291.52,254962.37,0,0,0,0,0,0,0.13,0,0,0,1,0
13459,Corporate,Overdraft,Construction,170196,28763.12,0.169,0.03412017657193436,0.15695793764123597,0.135,0.169,0.03412017657193436,0.135,141432.88,0.831,150k-300k,0.99,0.9,1,0.777,0.75,0.834,0.123,138656.47,145589.29,156052.71,180253.41,124790.82,0,0,1,0,1,1,0.229,0,1,0,0,0
13460,Retail,Overdraft,Trading,242035,41630.02,0.172,0.10100802790957303,0.17317955318558828,0.071,0.17317955318558828,0.10100802790957303,0.072,200404.98,0.828,150k-300k,0.435,0.435,0,0.479,0.479,0.492,-0.044,137624.01,144505.21,128806.19,137624.01,123861.61,0,0,0,0,1,1,0.08,0,1,1,0,0
13461,Corporate,Overdraft,Public Sector,82725,25396.58,0.307,0.14797810347277052,0.2368866898224616,0.159,0.307,0.14797810347277052,0.159,57328.42,0.693,50k-150k,0.143,0.143,0,0.119,0.148,0.172,0.024,32218.66,33829.59,33594.54,32218.66,28996.79,0,0,0,0,0,1,0.214,0,0,0,0,0
13462,Retail,Term Loan,Construction,224509,126398.57,0.563,0.42152784880904054,0.541691119993131,0.141,0.563,0.42152784880904054,0.141,98110.43,0.437,150k-300k,0.78,0.78,1,0.664,0.674,0.684,0.116,191543.9,201121.1,202924.71,249007.07,172389.51,0,0,1,0,1,0,0.088,0,0,0,0,0
13463,Retail,Credit Card,Services,454926,389416.66,0.856,0.8526167976178343,0.7305926174118719,0.003,0.856,0.7305926174118719,0.125,65509.340000000026,0.144,300k-500k,0.639,0.639,1,0.434,0.44,0.484,0.205,417847.71,438740.1,431277.13,501417.25,376062.94,60,1,0,0,1,1,0.085,1,0,0,0,0
13464,SME,Term Loan,Manufacturing,153965,46959.32,0.305,0.12198626776322447,0.2817211593050134,0.183,0.305,0.12198626776322447,0.183,107005.68,0.695,150k-300k,0.88,0.88,1,0.603,0.634,0.677,0.277,111483.75,117057.94,141124.32,167225.62,100335.38,90,1,1,1,0,0,0.389,0,0,0,0,0
13465,SME,Revolving Loan,Construction,215833,38634.11,0.179,0.15767774612260765,0.09355259963565052,0.021,0.179,0.09355259963565052,0.085,177198.89,0.821,150k-300k,0.527,0.527,1,0.551,0.58,0.573,-0.024,136270.7,143084.24,132017.93,136270.7,122643.63,0,0,0,0,0,0,0.216,0,1,0,0,0
13466,SME,Credit Card,Public Sector,390734,214903.7,0.55,0.49876354059701855,0.4641161224702656,0.051,0.55,0.4641161224702656,0.086,175830.3,0.45,300k-500k,0.475,0.475,0,0.516,0.531,0.531,-0.041,305632.13,320913.74,298423.09,305632.13,275068.92,15,0,0,0,0,1,0.355,0,0,0,0,0
13467,Retail,Overdraft,Construction,38761,26900.13,0.694,0.64391150200895,0.6111234314214227,0.05,0.694,0.6111234314214227,0.083,11860.869999999999,0.306,0-50k,0.408,0.408,0,0.339,0.336,0.406,0.069,30920.96,32467.01,31739.36,37105.15,27828.86,60,1,0,0,1,1,0.118,0,0,0,0,0
13468,SME,Credit Card,Construction,116971,33336.74,0.285,0.2917664372360125,0.28758566149415976,-0.007,0.2917664372360125,0.285,0.007,83634.26000000001,0.715,50k-150k,0.376,0.376,0,0.344,0.338,0.379,0.032,62106.93,65212.28,64783.22,62106.93,55896.24,0,0,0,0,1,1,0.228,0,0,0,0,0
13469,Retail,Term Loan,Manufacturing,431038,303450.75,0.704,0.6671721851528463,0.7342804906799412,0.037,0.7342804906799412,0.6671721851528463,0.067,127587.25,0.296,300k-500k,0.302,0.302,0,0.345,0.349,0.378,-0.043,347468.35,364841.77,341982.1,347468.35,312721.52,0,0,0,0,0,0,0.111,0,0,1,1,0
13470,Retail,Revolving Loan,Services,397111,56389.76,0.142,0.008754495351509017,0.04664181918901557,0.133,0.142,0.008754495351509017,0.133,340721.24,0.858,300k-500k,0.493,0.493,0,0.429,0.426,0.46,0.064,202559.17,212687.13,224365.33,202559.17,182303.25,0,0,0,0,1,0,0.162,0,1,0,0,0
13471,Retail,Revolving Loan,Services,216698,53957.8,0.249,0.24162596668837907,0.21969725050944477,0.007,0.249,0.21969725050944477,0.029,162740.2,0.751,150k-300k,0.663,0.663,1,0.488,0.499,0.513,0.175,133375.02,140043.77,161854.55,160050.02,120037.52,30,1,0,0,0,0,0.082,0,0,0,0,0
13472,SME,Term Loan,Public Sector,81089,42328.46,0.522,0.4732102179364032,0.4634921654102101,0.049,0.522,0.4634921654102101,0.059,38760.54,0.478,50k-150k,0.374,0.374,0,0.244,0.254,0.274,0.13,51786.03,54375.33,56824.9,62143.24,46607.43,30,1,0,0,0,0,0.178,0,0,1,0,0
13473,Retail,Credit Card,Trading,481892,125291.92,0.26,0.12687385300028986,0.3311374779135565,0.133,0.3311374779135565,0.12687385300028986,0.204,356600.08,0.74,300k-500k,0.529,0.529,1,0.463,0.478,0.51,0.066,290397.76,304917.65,313933.36,290397.76,261357.98,0,0,0,0,0,1,0.077,0,0,0,1,1
