cust_id,segment,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,recovery_strategy,seniority,lgd_observed,default_flag
10264,SME,1,280146,208109,102371,11922,4,Auction,Subordinated,0.677,0
10265,SME,0,314753,0,77835,55656,27,Legal,Senior,0.93,0
10266,SME,1,268159,229794,144036,15685,9,Auction,Senior,0.521,0
10267,Corporate,1,3862083,3678125,1687176,157905,10,InternalRecovery,Subordinated,0.604,0
10268,Mortgage,1,939437,764718,339064,66743,9,Legal,Senior,0.71,0
10269,Mortgage,0,581536,0,120729,71365,22,Auction,Subordinated,0.915,0
10270,Auto,0,53092,0,3607,5742,20,Legal,Subordinated,0.95,0
10271,Auto,1,65773,46890,30572,1882,13,DirectSale,Senior,0.564,0
10272,Auto,0,54368,0,8992,9651,7,Legal,Subordinated,0.95,0
10273,SME,1,344023,290697,137877,13131,8,DirectSale,Senior,0.637,1
10274,SME,0,225825,0,19774,16693,15,InternalRecovery,Subordinated,0.95,0
10275,Auto,1,87994,52840,38666,2156,8,DirectSale,Senior,0.585,0
10276,Mortgage,0,981150,0,213146,86302,20,Legal,Subordinated,0.871,0
10277,Auto,1,49169,38755,25044,4395,19,Legal,Subordinated,0.58,0
10278,Mortgage,1,896278,658363,506102,59326,3,Auction,Senior,0.502,0
10279,Mortgage,1,891548,953506,619834,28802,17,Legal,Subordinated,0.337,0
10280,SME,1,271282,233586,133808,9485,11,DirectSale,Subordinated,0.542,0
10281,SME,0,230906,0,38337,33529,18,Legal,Senior,0.95,0
10282,Auto,0,59295,0,7364,9670,13,InternalRecovery,Senior,0.95,0
10283,Auto,0,103104,0,15173,10748,19,Legal,Senior,0.95,0
10284,Auto,1,51546,38116,17370,3679,8,Legal,Senior,0.734,0
10285,Mortgage,1,385330,324678,179293,34326,7,Legal,Senior,0.624,0
10286,SME,0,399932,0,85458,35808,12,Legal,Subordinated,0.876,0
10287,Mortgage,1,359730,343814,234100,40078,11,Legal,Senior,0.461,0
10288,Mortgage,0,832748,0,156102,137664,15,Legal,Senior,0.95,0
10289,Mortgage,0,222981,0,12975,23078,17,Legal,Senior,0.95,0
10290,Auto,1,100934,119849,71314,12583,17,Legal,Senior,0.418,0
10291,Corporate,0,9766673,0,1111072,1278005,13,DirectSale,Senior,0.95,0
10292,SME,1,459650,316074,168128,14489,12,Legal,Senior,0.666,1
10293,Mortgage,0,852747,0,47228,166553,23,DirectSale,Subordinated,0.95,0
10294,Auto,0,71200,0,5417,13918,13,DirectSale,Subordinated,0.95,0
10295,Mortgage,1,406350,438173,349350,24372,23,Auction,Senior,0.2,0
10296,SME,1,488996,317639,223770,18149,10,DirectSale,Senior,0.58,0
10297,SME,1,574295,608737,358621,28678,24,InternalRecovery,Subordinated,0.425,0
10298,Mortgage,1,535510,604894,335590,22712,15,Auction,Senior,0.416,0
10299,Auto,0,59648,0,14826,4289,11,Legal,Senior,0.823,0
10300,Mortgage,1,536913,556328,317532,64588,12,DirectSale,Senior,0.529,0
10301,Mortgage,1,598573,691498,415252,24412,6,Legal,Senior,0.347,0
10302,Mortgage,1,448916,341920,260028,23259,12,InternalRecovery,Senior,0.473,0
10303,Corporate,1,2986536,3309558,1617039,107564,16,DirectSale,Senior,0.495,0
10304,SME,1,322156,344485,248125,29469,15,DirectSale,Senior,0.321,0
10305,Mortgage,0,1040643,0,97679,206186,9,InternalRecovery,Senior,0.95,1
10306,SME,1,334314,252352,140666,12610,5,Legal,Senior,0.617,0
10307,Auto,1,178553,143370,70164,6092,12,Legal,Senior,0.641,0
10308,Auto,0,95571,0,17341,13045,18,InternalRecovery,Senior,0.95,0
10309,SME,1,439083,316424,231226,13760,29,Legal,Senior,0.505,0
10310,Auto,1,82662,68728,36164,4575,15,DirectSale,Senior,0.618,0
10311,Mortgage,0,738218,0,178202,139324,17,Auction,Senior,0.947,0
10312,Mortgage,0,709591,0,170922,38355,3,Legal,Senior,0.813,0
10313,SME,1,422107,306061,226030,12351,17,InternalRecovery,Senior,0.494,1
10314,Corporate,0,763471,0,173488,82829,16,Auction,Senior,0.881,0
10315,Corporate,0,4861464,0,424528,500577,18,Legal,Senior,0.95,1
10316,SME,0,361286,0,28938,60928,25,Auction,Senior,0.95,1
10317,Mortgage,1,568202,461244,320560,16884,3,InternalRecovery,Subordinated,0.466,0
10318,Auto,1,65884,53500,38276,1869,11,Legal,Senior,0.447,1
10319,Auto,1,91394,75253,56758,3487,9,Legal,Senior,0.417,0
10320,Mortgage,0,782965,0,71978,118398,23,Legal,Senior,0.95,1
10321,Mortgage,1,566984,518789,323936,59907,26,Auction,Senior,0.534,0
10322,Auto,1,94997,110053,49165,3878,27,Auction,Senior,0.523,0
10323,Mortgage,1,344008,304127,210574,10428,14,Legal,Senior,0.418,0
10324,Mortgage,1,822027,667496,481713,72902,12,Legal,Senior,0.503,0
10325,Mortgage,0,305948,0,36104,53087,21,InternalRecovery,Senior,0.95,0
10326,Auto,1,104089,105249,59061,10540,16,Auction,Senior,0.534,0
10327,Corporate,1,4030116,3668005,2363221,324027,26,InternalRecovery,Senior,0.494,0
10328,Mortgage,0,680029,0,36698,111053,15,Auction,Senior,0.95,0
10329,Corporate,1,3762839,3082846,1475987,359161,8,Legal,Senior,0.703,0
10330,Auto,1,41575,44905,29020,1761,11,Auction,Senior,0.344,0
10331,Mortgage,0,653858,0,53610,103988,12,Legal,Senior,0.95,1
10332,Auto,1,44157,52223,23863,2215,21,Legal,Senior,0.51,0
10333,Corporate,0,4170958,0,217171,463027,24,Legal,Senior,0.95,0
10334,Mortgage,1,459316,435997,266037,22464,11,Auction,Senior,0.47,0
10335,Auto,1,49260,57526,29168,2825,14,Auction,Senior,0.465,0
10336,Auto,1,117235,79631,50123,5641,5,Auction,Subordinated,0.621,0
10337,SME,0,184934,0,37057,28311,27,InternalRecovery,Senior,0.95,0
10338,Corporate,1,5566550,3494315,2650564,283279,9,Legal,Senior,0.575,1
10339,Mortgage,1,720522,667387,532106,27680,8,Auction,Senior,0.3,0
10340,Corporate,1,5095808,4567449,2212008,491815,14,InternalRecovery,Senior,0.662,0
10341,Corporate,1,4231233,4630893,2714808,299458,16,Legal,Senior,0.429,0
10342,SME,0,124230,0,13370,19278,11,Auction,Senior,0.95,0
10343,SME,1,148523,139235,71391,14780,6,InternalRecovery,Senior,0.619,1
10344,Corporate,1,6684983,6073515,3417260,425709,20,DirectSale,Senior,0.552,0
10345,Mortgage,0,535381,0,111379,79832,20,Legal,Subordinated,0.941,0
10346,Mortgage,1,201551,155954,80126,6853,24,Auction,Senior,0.636,0
10347,SME,1,309958,282738,190781,28106,7,Auction,Senior,0.475,0
10348,Mortgage,1,1153816,956954,570279,49225,7,DirectSale,Senior,0.548,0
10349,Auto,0,58609,0,14272,8203,20,Legal,Senior,0.896,0
10350,SME,1,479439,518787,220009,26497,16,Legal,Senior,0.596,0
10351,Mortgage,0,444006,0,57007,40517,15,DirectSale,Senior,0.95,0
10352,SME,0,582876,0,36993,38619,13,Auction,Senior,0.95,0
10353,Auto,1,86628,60900,29990,3104,4,DirectSale,Subordinated,0.69,0
10354,Auto,1,40023,39431,19887,2427,16,Auction,Senior,0.564,0
10355,SME,1,220690,191541,104057,19403,12,InternalRecovery,Subordinated,0.616,0
10356,Mortgage,0,397894,0,40216,41868,17,DirectSale,Senior,0.95,0
10357,Mortgage,1,587177,656635,264182,28854,12,Legal,Senior,0.599,0
10358,SME,0,290456,0,24987,51630,29,DirectSale,Senior,0.95,0
10359,Mortgage,0,582270,0,131463,32025,9,InternalRecovery,Senior,0.829,0
10360,SME,1,236314,253877,171476,10249,19,Legal,Senior,0.318,0
10361,SME,1,300534,194823,149858,13650,3,Auction,Senior,0.547,0
10362,Mortgage,1,552813,539860,379287,16245,14,Auction,Subordinated,0.343,0
10363,SME,1,316605,240990,150198,13356,13,Auction,Senior,0.568,0
10364,Auto,1,45527,44880,34934,3659,16,InternalRecovery,Senior,0.313,0
10365,SME,1,92278,73469,49604,7956,3,InternalRecovery,Senior,0.549,0
10366,SME,1,177469,130589,98526,10983,9,DirectSale,Subordinated,0.507,0
10367,SME,1,135683,125943,51427,6303,20,Legal,Subordinated,0.667,0
10368,Mortgage,1,552611,654993,446775,39303,14,Auction,Subordinated,0.263,0
10369,Mortgage,1,267145,164118,69992,19595,15,DirectSale,Subordinated,0.811,0
10370,Mortgage,1,442466,481524,332684,56713,10,Legal,Subordinated,0.376,0
10371,SME,0,522547,0,48606,65179,11,Legal,Senior,0.95,0
10372,SME,0,236475,0,50798,26620,18,Legal,Senior,0.898,0
10373,Mortgage,1,555626,424935,275859,21108,12,Auction,Senior,0.542,0
10374,Mortgage,1,798957,564804,333468,25038,5,InternalRecovery,Senior,0.614,0
10375,SME,1,859722,917435,631906,60421,9,InternalRecovery,Subordinated,0.335,0
10376,Mortgage,1,434976,388537,172060,44851,17,Legal,Subordinated,0.708,0
10377,Auto,0,84174,0,10260,12344,18,DirectSale,Subordinated,0.95,0
10378,SME,0,125878,0,9864,6925,24,Legal,Senior,0.95,0
10379,Auto,1,70112,46883,27031,4188,16,Auction,Senior,0.674,0
10380,SME,0,579331,0,91221,115243,18,DirectSale,Senior,0.95,0
10381,Auto,0,57008,0,10520,5257,21,Auction,Senior,0.908,0
10382,Mortgage,0,1041892,0,109934,151565,10,InternalRecovery,Senior,0.95,0
10383,Auto,0,77249,0,12270,11048,8,Legal,Senior,0.95,0
10384,SME,1,271831,300815,223221,29862,14,Auction,Senior,0.289,0
10385,SME,1,469080,506214,209640,57352,3,Legal,Senior,0.675,0
10386,SME,0,217719,0,49787,33929,11,Auction,Subordinated,0.927,0
10387,Auto,1,45155,43283,28186,4871,25,Legal,Senior,0.484,0
10388,Mortgage,1,542111,398327,193910,29488,8,InternalRecovery,Senior,0.697,0
10389,SME,1,164836,177582,90415,19975,19,InternalRecovery,Senior,0.573,0
10390,Auto,1,61102,67289,50390,7219,5,Legal,Subordinated,0.293,0
10391,Mortgage,1,390511,393370,230377,40292,9,Legal,Senior,0.513,1
10392,Auto,0,68759,0,7231,12250,26,InternalRecovery,Subordinated,0.95,0
10393,Mortgage,1,371786,363409,282443,32875,17,Auction,Senior,0.329,0
10394,Auto,1,79076,49233,20118,4703,3,Auction,Senior,0.805,0
10395,SME,0,236627,0,27942,34547,26,Legal,Senior,0.95,1
10396,Mortgage,1,423852,337364,171733,14390,6,DirectSale,Senior,0.629,0
10397,Auto,1,50868,41625,23251,2657,13,Legal,Senior,0.595,0
10398,Auto,0,58654,0,11825,5299,23,Auction,Senior,0.889,0
10399,SME,1,250394,292688,179224,33779,10,Auction,Senior,0.419,1
10400,Corporate,0,6317511,0,330389,1075516,17,DirectSale,Senior,0.95,0
10401,Auto,1,59939,41075,25075,2465,8,Auction,Senior,0.623,0
10402,Auto,1,65511,42209,25304,2920,14,DirectSale,Subordinated,0.658,0
10403,Mortgage,0,742932,0,145175,147923,27,InternalRecovery,Senior,0.95,0
10404,Mortgage,0,761492,0,163688,136303,10,Legal,Senior,0.95,0
10405,Auto,1,82024,77402,38559,7291,6,Auction,Senior,0.619,0
10406,Corporate,1,17693606,16265037,12140355,1102261,8,InternalRecovery,Senior,0.376,0
10407,Mortgage,0,337574,0,80175,54424,20,InternalRecovery,Senior,0.924,0
10408,SME,1,295480,216700,91799,13475,8,InternalRecovery,Senior,0.735,0
10409,Auto,1,50098,50830,39646,4276,17,Legal,Subordinated,0.294,0
10410,Mortgage,1,360838,299988,159791,16776,18,InternalRecovery,Senior,0.604,0
10411,SME,1,112421,111906,58477,7771,10,Legal,Subordinated,0.549,0
10412,Auto,1,96551,79224,36230,3641,10,DirectSale,Senior,0.662,0
10413,Auto,1,79328,94416,64954,3023,3,Auction,Subordinated,0.219,0
10414,Mortgage,1,500100,525146,249187,59715,15,Auction,Senior,0.621,1
10415,Corporate,1,4132290,4027093,1976999,142784,5,Legal,Subordinated,0.556,0
10416,Mortgage,1,738794,612175,436254,67943,3,Legal,Senior,0.501,0
10417,Auto,1,76945,47368,37424,5477,26,Auction,Senior,0.585,1
10418,Auto,1,99246,68383,38739,5977,9,Legal,Senior,0.67,0
10419,Auto,1,40683,25431,15679,1210,22,Auction,Senior,0.644,0
10420,Mortgage,1,960423,615055,300464,50148,3,Auction,Senior,0.739,0
10421,Auto,0,29547,0,7097,4836,22,DirectSale,Senior,0.923,0
10422,Mortgage,1,1041091,963805,607498,84252,30,DirectSale,Senior,0.497,0
10423,Corporate,1,6454424,3968281,1841168,200000,22,Auction,Senior,0.746,0
10424,Auto,1,45580,40464,26496,1705,20,Auction,Senior,0.456,1
10425,Auto,1,103441,84885,57761,8021,19,Legal,Senior,0.519,0
10426,Mortgage,0,865002,0,85579,123404,15,Legal,Senior,0.95,0
10427,Mortgage,0,558021,0,94990,42187,22,DirectSale,Senior,0.905,0
10428,SME,1,234811,215892,121749,14107,8,Legal,Senior,0.542,0
10429,Mortgage,1,707795,477275,224785,43631,12,DirectSale,Senior,0.744,0
10430,Mortgage,1,945580,767030,307373,84036,20,Legal,Senior,0.764,0
10431,SME,1,468457,497058,372039,34443,14,Legal,Senior,0.279,1
10432,Auto,0,184015,0,39171,23497,24,Legal,Senior,0.915,0
10433,SME,1,205978,218571,164475,25352,6,Legal,Senior,0.325,0
10434,SME,0,235210,0,47400,30731,17,Auction,Senior,0.929,0
10435,Auto,0,84949,0,14981,7177,7,Auction,Senior,0.908,0
10436,SME,0,239133,0,58135,28664,8,Legal,Senior,0.877,0
10437,Mortgage,1,584552,599972,411520,19320,8,Legal,Senior,0.329,0
10438,Mortgage,1,430564,478272,281237,51820,17,Auction,Senior,0.467,0
10439,Auto,0,64288,0,13229,10103,17,Auction,Senior,0.95,0
10440,Mortgage,1,1132206,979309,685867,80570,9,InternalRecovery,Senior,0.465,0
10441,Mortgage,0,336577,0,51842,32307,32,InternalRecovery,Subordinated,0.942,0
10442,Mortgage,0,547946,0,58352,31096,24,InternalRecovery,Senior,0.95,0
10443,Corporate,0,5942412,0,382805,437703,16,Auction,Senior,0.95,1
10444,Mortgage,1,322516,292214,159104,32450,17,Auction,Senior,0.607,0
10445,Corporate,1,4936518,4488653,1989420,330987,10,Legal,Senior,0.664,0
10446,SME,1,207323,168223,104505,19106,18,Auction,Subordinated,0.588,0
10447,Mortgage,1,745423,840883,584289,31901,12,Auction,Senior,0.259,0
10448,Mortgage,0,503432,0,121173,98578,20,Auction,Senior,0.95,0
10449,Corporate,1,4536104,4539368,2563337,213151,18,DirectSale,Senior,0.482,0
10450,Mortgage,1,602189,394525,240499,21474,24,Auction,Senior,0.636,0
10451,Mortgage,1,644832,705472,508340,62682,14,Auction,Senior,0.309,0
10452,Corporate,1,4793239,5128650,3313519,408934,18,Auction,Senior,0.394,1
10453,SME,0,383133,0,70274,70480,17,InternalRecovery,Senior,0.95,0
10454,Auto,1,31445,25968,20295,2109,6,DirectSale,Senior,0.422,1
10455,Auto,1,109216,101960,72416,3862,3,Auction,Senior,0.372,0
10456,Auto,1,57182,67822,39310,3661,4,Legal,Senior,0.377,0
10457,Mortgage,1,365112,393515,214945,37049,6,Auction,Subordinated,0.513,0
10458,Corporate,1,5197551,4288289,2054477,458610,9,Auction,Senior,0.693,0
10459,Mortgage,1,951772,644409,484253,40585,18,Legal,Senior,0.534,0
10460,Mortgage,0,272732,0,24522,15116,11,InternalRecovery,Senior,0.95,0
10461,Mortgage,0,912470,0,214582,80097,11,Legal,Senior,0.853,0
10462,Mortgage,1,617157,681234,481269,20472,10,DirectSale,Senior,0.253,0
10463,SME,0,409764,0,79775,58817,29,Auction,Senior,0.949,1
10464,SME,1,618608,433518,236996,14683,5,DirectSale,Senior,0.641,1
10465,Corporate,1,3788260,2765568,1804420,111637,19,Auction,Senior,0.553,0
10466,SME,0,304338,0,34484,24077,19,Auction,Senior,0.95,0
10467,Mortgage,1,429752,311912,208385,16028,20,Auction,Senior,0.552,0
10468,SME,0,208995,0,33639,40913,28,Auction,Senior,0.95,0
10469,Corporate,0,9823352,0,1938286,1590349,9,InternalRecovery,Subordinated,0.95,0
10470,Mortgage,1,482900,561705,308155,64427,13,DirectSale,Senior,0.495,0
10471,Mortgage,1,572653,619378,372985,64442,11,Legal,Senior,0.461,0
10472,Auto,1,86000,66462,38074,7591,8,Legal,Subordinated,0.646,0
10473,Mortgage,1,680594,710354,564009,55420,5,DirectSale,Senior,0.253,0
10474,SME,1,558099,438884,322539,44137,16,Legal,Senior,0.501,0
10475,Auto,1,103401,97817,45101,6064,11,Legal,Subordinated,0.622,0
10476,Mortgage,1,536704,461119,298852,52341,13,Legal,Senior,0.541,0
10477,Corporate,0,2863253,0,317540,511732,13,InternalRecovery,Senior,0.95,0
10478,SME,1,191685,224758,91246,26128,12,DirectSale,Senior,0.66,1
10479,SME,0,204649,0,19528,40929,14,InternalRecovery,Subordinated,0.95,0
10480,Mortgage,1,825128,838237,429338,49987,12,Legal,Subordinated,0.54,0
10481,Mortgage,0,821291,0,78338,48439,20,Auction,Senior,0.95,0
10482,Corporate,0,3136981,0,364423,190314,16,InternalRecovery,Senior,0.944,0
10483,Mortgage,0,626652,0,75690,51878,18,Legal,Senior,0.95,0
10484,Auto,1,65082,48301,28000,4466,9,DirectSale,Senior,0.638,0
10485,Auto,0,65368,0,8230,6072,31,Auction,Senior,0.95,0
10486,Auto,1,79124,68715,45070,3850,24,DirectSale,Senior,0.479,0
10487,SME,1,156841,107691,69769,11571,4,Auction,Senior,0.629,0
10488,SME,0,249395,0,56004,34358,18,Auction,Senior,0.913,0
10489,Mortgage,1,487545,557226,321576,46836,22,Legal,Senior,0.436,0
10490,Auto,0,104022,0,16143,17467,18,Legal,Senior,0.95,0
10491,Auto,1,89014,84344,67454,9256,9,Legal,Subordinated,0.346,0
10492,Mortgage,1,618903,420926,177956,28930,20,Legal,Subordinated,0.759,1
10493,Mortgage,0,554806,0,63852,35548,19,Legal,Senior,0.949,0
10494,Corporate,1,3653512,3898648,2287054,347779,4,Legal,Senior,0.469,0
10495,Mortgage,1,726291,532211,353564,61621,3,DirectSale,Subordinated,0.598,0
10496,Mortgage,1,550745,372986,207727,28972,17,DirectSale,Senior,0.675,0
10497,Mortgage,1,1136367,1004329,450963,87094,5,Auction,Senior,0.68,0
10498,SME,1,228835,138073,64590,9315,12,DirectSale,Subordinated,0.758,0
10499,Auto,1,75237,57705,23793,3944,16,DirectSale,Senior,0.736,0
10500,Corporate,1,8619253,7752646,5122290,866635,24,Legal,Senior,0.506,0
10501,Corporate,1,10633787,10599434,5415741,1061705,13,DirectSale,Subordinated,0.591,0
10502,Mortgage,1,249271,256386,187470,24285,11,DirectSale,Subordinated,0.345,0
10503,Corporate,1,13562887,11280881,5879309,1290555,4,Legal,Senior,0.662,1
10504,Corporate,0,6585420,0,501275,377669,6,Legal,Senior,0.95,0
10505,Mortgage,0,491838,0,92091,62902,8,Legal,Subordinated,0.941,0
10506,SME,1,336831,289133,204950,13318,19,Legal,Subordinated,0.431,0
10507,SME,0,397237,0,72815,47467,27,Auction,Senior,0.936,0
10508,Mortgage,1,694087,519432,242163,31632,10,InternalRecovery,Senior,0.697,0
10509,Auto,0,121307,0,23293,6109,25,Auction,Senior,0.858,0
10510,Corporate,1,4644516,3173620,1343530,327064,24,DirectSale,Senior,0.781,0
10511,Auto,1,68950,55850,34012,3496,21,Auction,Senior,0.557,0
10512,Mortgage,1,646672,443232,317228,40473,3,Legal,Senior,0.572,0
10513,Auto,1,62844,42174,27856,3646,13,Auction,Subordinated,0.615,0
10514,Mortgage,0,572827,0,52286,32537,14,DirectSale,Senior,0.95,0
10515,Mortgage,1,760057,901378,481094,35381,9,Legal,Senior,0.414,0
10516,SME,1,261942,165802,71841,9787,20,InternalRecovery,Senior,0.763,0
10517,Auto,0,195953,0,43766,13399,27,DirectSale,Subordinated,0.845,0
10518,SME,1,148144,171672,123943,5376,8,Auction,Senior,0.2,0
10519,SME,0,294129,0,48901,27856,28,Auction,Senior,0.928,0
10520,Corporate,1,5662145,3419870,2702690,368189,20,DirectSale,Senior,0.588,1
10521,Auto,1,109693,115042,61772,8545,16,DirectSale,Senior,0.515,0
10522,Mortgage,0,761116,0,66868,83740,26,Auction,Senior,0.95,1
10523,Mortgage,1,565240,343387,227146,13068,3,Auction,Senior,0.621,0
10524,Corporate,1,6176035,5530979,2361386,323060,10,InternalRecovery,Senior,0.67,0
10525,Mortgage,0,550889,0,112569,43696,21,Legal,Senior,0.875,0
10526,SME,1,258257,297581,205949,10523,12,Auction,Senior,0.243,0
10527,SME,1,427474,437564,265931,50534,3,DirectSale,Senior,0.496,0
10528,Auto,1,86654,95579,38660,6052,18,Legal,Senior,0.624,1
10529,Corporate,1,1658744,1761224,1310564,99499,13,Legal,Senior,0.27,0
10530,Mortgage,0,260188,0,17474,41242,20,Legal,Senior,0.95,0
10531,SME,0,315167,0,71516,45505,19,Legal,Senior,0.917,0
10532,Mortgage,1,794989,704218,424937,51784,6,Auction,Senior,0.531,0
10533,SME,1,291421,223739,133068,26410,6,DirectSale,Subordinated,0.634,0
10534,SME,0,144407,0,28015,23661,23,Auction,Senior,0.95,1
10535,Auto,1,97710,80450,39263,7503,15,Legal,Senior,0.675,0
10536,Mortgage,0,1170622,0,207352,193824,16,Legal,Senior,0.95,0
10537,SME,0,429161,0,75540,48457,25,InternalRecovery,Senior,0.937,0
10538,SME,0,296907,0,33755,20661,12,Auction,Subordinated,0.95,0
10539,Corporate,0,4058565,0,876423,292496,19,Legal,Subordinated,0.856,0
10540,Mortgage,1,551725,441837,229083,16244,15,DirectSale,Senior,0.614,0
10541,Mortgage,1,710610,529794,282766,35616,17,InternalRecovery,Senior,0.652,1
10542,SME,0,369958,0,84446,55566,22,DirectSale,Senior,0.922,0
10543,Mortgage,1,776404,602393,374920,50566,20,Auction,Senior,0.582,0
10544,SME,0,304174,0,58159,48089,32,Legal,Senior,0.95,0
10545,Mortgage,1,797391,634224,300212,21845,10,InternalRecovery,Subordinated,0.651,0
10546,Mortgage,0,624748,0,68372,90998,26,DirectSale,Subordinated,0.95,0
10547,SME,0,605903,0,149196,117197,14,Legal,Senior,0.947,1
10548,Auto,1,63019,61298,42616,6454,11,Auction,Senior,0.426,1
10549,SME,0,183703,0,27906,22047,32,Auction,Subordinated,0.95,0
10550,SME,1,262359,258209,119103,14630,18,Auction,Senior,0.602,0
10551,Corporate,1,1407047,1587225,668401,100087,11,Auction,Senior,0.596,1
10552,SME,1,531337,318856,149365,25267,6,DirectSale,Subordinated,0.766,0
10553,Mortgage,1,394615,326286,252836,31542,20,Legal,Senior,0.439,1
10554,Auto,1,68327,56919,25580,2150,3,InternalRecovery,Senior,0.657,0
10555,Mortgage,0,422476,0,45152,79219,18,Auction,Senior,0.95,0
10556,Auto,1,48879,45877,22904,3288,9,Auction,Senior,0.599,0
10557,Auto,0,76635,0,16067,5744,22,Legal,Senior,0.865,1
10558,Mortgage,1,746738,588233,374050,65880,9,Legal,Senior,0.587,0
10559,Auto,1,86452,81739,47026,6462,10,Auction,Senior,0.531,0
10560,SME,1,261728,299809,161105,29478,14,InternalRecovery,Senior,0.497,0
10561,Auto,1,67516,70505,34836,2518,3,Legal,Senior,0.521,0
10562,Auto,1,66442,51797,31416,5072,13,InternalRecovery,Senior,0.604,0
10563,Auto,1,104464,108860,61479,10213,6,Legal,Senior,0.509,0
10564,SME,1,238420,178573,133267,8824,8,Auction,Subordinated,0.478,0
10565,Mortgage,0,528423,0,109891,78620,19,Legal,Subordinated,0.941,0
10566,Corporate,1,4361100,4789348,2292377,319786,17,Auction,Senior,0.548,0
10567,Auto,1,75283,89594,47189,7246,14,DirectSale,Senior,0.469,0
10568,SME,1,420994,375761,208800,34010,20,Auction,Subordinated,0.585,0
10569,Auto,1,94299,67747,29281,4349,18,Auction,Senior,0.736,0
10570,SME,1,104577,81515,45166,2825,5,Legal,Senior,0.595,0
10571,Mortgage,1,680242,423349,178732,25823,7,Auction,Senior,0.775,0
10572,Corporate,0,7968943,0,942348,891441,17,Auction,Senior,0.95,0
10573,SME,0,241419,0,37550,24191,22,Legal,Subordinated,0.945,0
10574,Corporate,1,10558407,9315740,6457847,873655,6,DirectSale,Senior,0.471,0
10575,Auto,1,82159,64994,49482,6134,18,Legal,Senior,0.472,0
10576,Auto,0,56708,0,11374,2892,29,DirectSale,Senior,0.85,0
10577,Corporate,1,3936114,3063487,1414104,285408,17,Legal,Senior,0.713,0
10578,SME,1,443462,425767,266825,37505,9,Auction,Senior,0.483,0
10579,Mortgage,1,686362,436857,212618,49364,5,Auction,Senior,0.762,0
10580,Auto,0,179249,0,18438,26083,21,DirectSale,Senior,0.95,0
10581,SME,0,184138,0,28842,32302,20,Legal,Senior,0.95,0
10582,SME,1,151751,153245,94812,14821,28,Auction,Senior,0.473,0
10583,SME,0,302040,0,23173,49430,23,Auction,Subordinated,0.95,0
10584,SME,1,254538,259665,137131,20371,8,Auction,Senior,0.541,0
10585,Mortgage,0,417463,0,73461,42521,15,Legal,Senior,0.926,0
10586,Mortgage,1,743975,515602,269646,34805,12,Auction,Senior,0.684,0
10587,Mortgage,1,719308,847591,508183,60332,16,Auction,Senior,0.377,0
10588,Mortgage,1,625828,405235,296864,18537,3,Auction,Senior,0.555,0
10589,Auto,1,71582,70339,40172,6144,18,Auction,Senior,0.525,0
10590,Auto,0,81879,0,15379,11774,25,DirectSale,Senior,0.95,0
10591,Mortgage,1,736018,589698,346855,58550,3,Legal,Senior,0.608,0
10592,Corporate,0,4879307,0,640621,344211,24,Legal,Subordinated,0.939,0
10593,SME,1,387658,257625,193163,22672,10,Legal,Subordinated,0.56,0
10594,Mortgage,1,442183,266220,173877,17010,15,Legal,Senior,0.645,0
10595,Mortgage,1,512101,605654,418042,62802,20,Auction,Senior,0.306,0
10596,SME,0,237778,0,18421,26398,22,Legal,Senior,0.95,0
10597,SME,0,244764,0,42879,22088,16,Auction,Senior,0.915,0
10598,SME,1,307513,277547,202235,10801,5,Legal,Senior,0.377,0
10599,Corporate,1,4587237,3228416,1580846,124554,17,Auction,Senior,0.683,0
10600,SME,0,204529,0,26476,27640,23,InternalRecovery,Senior,0.95,0
10601,SME,0,478826,0,93957,60313,22,Legal,Senior,0.93,1
10602,Corporate,1,3862119,3566021,2511107,334628,19,Auction,Subordinated,0.436,0
10603,SME,0,230828,0,45153,19342,24,DirectSale,Senior,0.888,0
10604,Mortgage,0,701026,0,38137,132218,21,Auction,Senior,0.95,0
10605,Auto,0,43583,0,5751,5697,8,DirectSale,Subordinated,0.95,0
10606,SME,0,177537,0,32923,26099,16,DirectSale,Senior,0.95,0
10607,Auto,1,63214,65398,33539,6282,12,Legal,Senior,0.569,1
10608,Auto,0,23314,0,1958,3482,11,DirectSale,Senior,0.95,0
10609,Auto,0,120510,0,20758,7926,16,Auction,Senior,0.894,0
10610,SME,1,201733,169341,121515,7759,13,DirectSale,Subordinated,0.436,0
10611,Mortgage,1,646726,504826,313137,59648,13,Legal,Senior,0.608,0
10612,Mortgage,1,486575,322805,202904,36400,14,Auction,Senior,0.658,0
10613,Mortgage,1,282184,229266,106020,15738,14,Auction,Senior,0.68,0
10614,Corporate,0,3501548,0,496837,296940,16,Auction,Senior,0.943,0
10615,Mortgage,1,236407,201489,91784,11579,13,Auction,Senior,0.661,1
10616,Mortgage,1,465175,489298,204823,50870,23,DirectSale,Senior,0.669,0
10617,Mortgage,1,494862,456129,334838,47938,10,Auction,Senior,0.42,0
10618,SME,1,645086,727062,544418,31039,15,Auction,Senior,0.204,0
10619,SME,1,282323,246023,180555,15320,18,DirectSale,Senior,0.415,0
10620,Auto,1,71119,52007,27794,4099,3,Legal,Senior,0.667,0
10621,Auto,0,61151,0,3282,9848,9,Auction,Senior,0.95,0
