cust_id,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,default_flag,lgd_observed
9187,0,1107989,1977013,787243,188487,32,0,0.4596011332242468
9188,1,8346762,1130881,465443,92499,38,0,0.95
9189,0,2498091,1833326,528070,61905,35,0,0.8133915057537936
9190,0,2820546,161781,30237,2233,33,1,0.95
9191,0,1018693,299136,73029,17728,4,0,0.945713772451563
9192,1,1498754,3750193,2174914,140022,17,0,0.05
9193,0,781444,4697078,1343399,329178,4,0,0.05
9194,0,2617027,3459463,680116,75290,14,0,0.7688881314560377
9195,0,1076903,8372906,770940,171196,20,0,0.4430844746462773
9196,1,1502104,1376569,865411,139212,10,0,0.5165454589029788
9197,0,1412132,1274152,335156,77929,5,1,0.8178449323434354
9198,0,1180953,267125,78293,10594,37,1,0.9426742639207487
9199,0,22707096,385160,32202,7083,35,0,0.95
9200,1,617466,81872,55529,5423,33,0,0.9188522121056059
9201,0,611878,512146,173372,24852,6,0,0.757271874458634
9202,1,2407493,75782,33286,7298,25,0,0.95
9203,1,663199,2395404,1604410,118200,39,0,0.05
9204,1,898600,1118208,803885,157341,37,0,0.2804985533051413
9205,0,405789,78528,29202,4011,3,0,0.937920939207322
9206,1,1966091,591933,342310,52251,5,0,0.8524691888625704
9207,1,1991218,6352895,3295125,546352,12,0,0.05
9208,0,877478,635245,173731,18264,32,0,0.822825187640032
9209,0,2457897,243237,43159,2989,30,0,0.95
9210,1,187563,102328,50380,2707,18,1,0.7458294013211562
9211,0,593116,105745,22321,3039,6,0,0.95
9212,0,1014616,1314724,141071,14639,6,0,0.8753893098472723
9213,1,372397,452589,190967,33722,25,0,0.5777490151639245
9214,1,209250,495789,229802,44394,25,0,0.11394026284348868
9215,1,883904,454647,277389,41816,17,0,0.7334857631598002
9216,1,2407309,625143,354374,61587,15,0,0.8783758129928481
9217,1,4334463,189116,92462,14992,3,0,0.95
9218,0,695726,1032729,155606,7922,39,0,0.7877267774957383
9219,0,2503538,152515,8357,1824,26,0,0.95
9220,1,2272843,317608,271753,16824,3,0,0.8878369513424377
9221,1,4067780,2217543,1742876,230178,15,0,0.6281268898514669
9222,1,847299,1103310,580353,41903,19,0,0.36451004899097017
9223,1,199087,1550751,871287,158977,32,0,0.05
9224,1,1290042,7767253,5692794,655340,22,0,0.05
9225,0,436352,683089,219569,14103,7,0,0.5291278600762688
9226,0,583322,746840,151193,8931,7,1,0.7561175474266357
9227,1,889825,545384,395753,38557,39,0,0.5985772483353469
9228,0,856896,447863,49344,9052,18,0,0.95
9229,1,1385482,239989,145587,28192,23,0,0.9152677551927777
9230,0,2429403,800083,153213,11596,36,1,0.9417070778294091
9231,1,832563,1077930,850351,66176,8,0,0.05811932550449639
9232,1,1786372,1146067,881897,148727,8,0,0.5895759673796948
9233,0,1220554,782931,131808,31825,12,1,0.9180839192694465
9234,1,3064804,2020363,1186637,190552,33,1,0.6749922670421991
9235,0,995905,753421,223142,42921,8,1,0.8190379604480347
9236,1,1111335,464988,408655,67462,5,0,0.6929881628851786
9237,1,827032,263106,195879,13900,27,0,0.7799613557879259
9238,1,1022490,132737,80166,19183,22,0,0.9403583409128695
9239,1,549361,3636225,2902582,186917,37,0,0.05
9240,0,497525,338080,127720,25796,3,0,0.7951379327671977
9241,1,2612362,263488,221023,54343,33,0,0.9361956727283585
9242,0,407093,460794,140991,16044,16,0,0.6930750467337929
9243,0,874040,537010,69988,5901,5,0,0.9266772687748844
9244,0,3319559,4423154,367852,60046,18,0,0.9072750326172844
9245,1,845175,508407,226754,47394,16,0,0.787783595113438
9246,0,2754483,13213134,2843553,682154,5,0,0.2153159050173844
9247,1,665939,782357,335040,63233,8,0,0.5918439977235153
9248,1,420347,7009178,4372147,512304,11,0,0.05
9249,1,244061,1949965,1478489,220101,35,1,0.05
9250,1,4469218,1085054,662564,133997,14,0,0.8817316586481125
9251,1,385821,4137626,1658423,344266,4,0,0.05
9252,1,2538760,2506637,1465486,95091,5,0,0.4602108903559218
9253,1,442436,1466144,636129,109889,15,0,0.05
9254,1,4490092,9335672,7377964,1796342,33,0,0.05
9255,0,10927386,421581,121766,25211,11,0,0.95
9256,1,222675,244163,196109,10092,10,0,0.16462557539014255
9257,1,406461,346676,143927,13671,24,0,0.6795362900745705
9258,1,2605491,5012776,2085989,289956,28,0,0.3106738806620326
9259,0,2008789,3597810,764369,146188,18,0,0.6922618552769852
9260,1,2615384,409303,189033,30443,34,0,0.9393626327912077
9261,1,677553,54714,40217,2632,37,0,0.9445283247214609
9262,1,8776025,581618,463972,91705,38,0,0.95
9263,0,1353290,239284,61613,13415,3,0,0.95
9264,1,356125,423653,285218,25998,9,0,0.27210951210951206
9265,0,933644,228696,47188,2995,13,0,0.95
9266,1,360927,124182,107020,22280,13,0,0.7652156807332231
9267,1,5902823,5789316,3189337,567986,15,0,0.5559157033846347
9268,1,621361,343851,174987,36869,6,0,0.7777169793405122
9269,1,1967911,3450171,2286434,373418,27,0,0.05
9270,1,751124,571769,283172,38428,5,0,0.6741629877357134
9271,1,649925,210263,156298,37920,12,0,0.8178589837288918
9272,1,178036,1276937,839659,172962,7,0,0.05
9273,0,2187291,474414,106769,14134,14,0,0.95
9274,1,4409100,580815,251854,58305,36,0,0.95
9275,0,481197,855461,340128,84589,14,0,0.4689513858149573
9276,1,256471,298512,139796,15607,17,0,0.5157776122836499
9277,1,2685334,122608,68222,15588,23,0,0.95
9278,1,231829,689418,563003,33261,6,0,0.05
9279,1,4071544,2106017,902737,83837,13,0,0.7988723688114386
9280,1,486798,270560,125551,10318,12,0,0.7632837439759408
9281,1,398996,864026,476466,57804,9,0,0.05
9282,0,1541802,3821134,1397122,227066,11,0,0.24111137487174095
9283,0,425857,660834,44299,8593,20,0,0.9161549534233322
9284,1,592963,801871,690086,159106,29,0,0.10453097410799661
9285,0,1713385,775089,98238,8026,30,0,0.9473486694467385
9286,0,105967,344352,106907,17709,34,0,0.15824737890097862
9287,1,6214645,244583,123944,19947,12,0,0.95
9288,0,1256248,245686,13575,1923,36,1,0.95
9289,1,330061,1093617,867291,163845,7,0,0.05
9290,1,434849,1678917,1247975,190531,22,0,0.05
9291,1,3241822,1768408,892166,142780,32,0,0.7688380176332938
9292,1,2193596,480990,394110,90907,35,0,0.8617781031694076
9293,1,4812756,2428148,2014337,447292,21,1,0.6743975800975575
9294,1,607590,1022846,860437,142373,4,0,0.05
9295,0,1617809,788443,60547,4918,20,1,0.95
9296,0,1842378,18521,2434,588,16,0,0.95
9297,0,2410313,296810,81961,14305,7,0,0.95
9298,0,3712741,136870,38959,8239,20,0,0.95
9299,0,586974,1453930,285239,17400,17,0,0.543695291443914
9300,1,1072850,809795,675454,154925,25,0,0.5148166099641143
9301,1,653338,224316,119757,22598,6,0,0.8512883071243369
9302,1,1140968,1019475,727340,136074,36,0,0.4817856416656734
9303,0,2417955,152383,46292,3334,26,0,0.95
9304,1,230029,231390,123695,23820,14,0,0.5658156145529476
9305,0,3646839,333953,100602,6572,31,0,0.95
9306,1,384930,1321330,970619,59368,8,0,0.05
9307,1,884369,3400339,2594690,298569,26,0,0.05
9308,0,4172149,382846,89744,4903,24,0,0.95
9309,1,1669458,3124249,2577412,211154,19,0,0.05
9310,1,1688801,768460,623240,121672,34,0,0.7030034918264496
9311,1,369303,945767,705690,153124,27,0,0.05
9312,1,423332,679977,312274,26825,28,0,0.32570889987055074
9313,0,3082515,587102,35764,7677,29,0,0.95
9314,1,667207,1182604,1026099,149919,9,0,0.05
9315,1,733137,1646814,980445,236854,37,0,0.05
9316,1,3153272,275661,153496,11951,36,0,0.95
9317,0,420873,592300,65044,3949,29,0,0.8548374450249838
9318,1,1574164,4575390,4018234,880057,10,0,0.05
9319,1,1255327,886385,377082,46153,37,0,0.7363802419608596
9320,0,1199378,999852,245808,34765,20,0,0.8240396272067688
9321,1,716092,2633950,2126477,323987,25,0,0.05
9322,0,673433,420260,57235,12307,32,0,0.9332851226476873
9323,1,409067,702670,480195,31308,18,0,0.05
9324,1,1948684,1791438,1541140,246928,33,0,0.33585332460265493
9325,1,616522,2849894,1331646,181255,36,0,0.05
9326,0,3168423,54086,11687,1379,3,0,0.95
9327,0,960726,324377,74894,8959,11,0,0.9313696100657212
9328,1,417295,243238,98350,23217,38,1,0.8199523119136343
9329,1,948072,636533,372584,38608,6,0,0.6477313959277354
9330,0,797424,264358,63780,8988,22,0,0.9312887497742731
9331,0,3298912,1514379,294392,43735,19,0,0.9240182823912854
9332,0,831511,881739,279500,54215,12,0,0.7290655204801861
9333,1,912359,1939826,1459194,224420,15,0,0.05
9334,0,4933438,2080895,706928,123179,18,0,0.881675010408563
9335,1,1999219,1539540,717362,93089,35,0,0.6877415630803829
9336,1,6342008,504150,234931,45511,29,0,0.95
9337,1,4235640,818071,410370,58752,39,0,0.916985862821203
9338,0,495259,439344,147828,13976,18,0,0.7297333314487975
9339,1,3236331,162558,82949,17700,17,0,0.95
9340,1,5527815,2082681,1436044,291646,18,0,0.7929746201708994
9341,0,5569484,664991,261402,45875,8,0,0.95
9342,1,3230333,139682,79824,12323,31,0,0.95
9343,0,3164554,1316707,170237,15610,19,0,0.95
9344,0,888543,570150,114894,25698,9,0,0.8996154378572562
9345,1,520537,75675,35497,2464,36,0,0.9365405341022828
9346,0,845583,160957,22843,2892,38,1,0.95
9347,0,227569,337502,38696,8532,28,0,0.8674511906278974
9348,0,4605654,919479,72020,12179,28,0,0.95
9349,0,905920,1735527,438771,60429,13,0,0.5823670964323561
9350,0,4374622,1671355,224421,46740,27,0,0.95
9351,1,350985,1415720,1058869,262496,38,0,0.05
9352,1,3550592,702360,490603,43056,4,0,0.8739514424636793
9353,0,733160,4849836,852033,51246,30,0,0.05
9354,1,332911,1575145,876332,124962,3,0,0.05
9355,1,6120277,931280,828191,89013,8,0,0.8792247475073433
9356,0,3639335,1360342,128521,23564,38,0,0.95
9357,0,1486288,470269,105451,15696,3,0,0.9396113000979621
9358,1,1244118,684902,325300,48730,17,0,0.777697935404841
9359,0,1866377,73854,23470,2839,3,0,0.95
9360,0,1460995,476668,139578,12859,21,0,0.9132652746929318
9361,1,544554,5054941,2287572,212037,27,0,0.05
9362,0,796472,858732,184041,23445,16,0,0.7983657931477817
9363,1,8543811,820290,507204,94526,24,0,0.95
9364,1,17403062,2187925,1948860,228854,25,0,0.9011664728885066
9365,1,5738271,1081227,501437,57767,9,1,0.9226822853085886
9366,1,1940049,307081,197119,26611,36,0,0.9121114982147358
9367,1,857906,748647,374789,93012,13,0,0.6715525943401724
9368,0,541346,209244,44862,3061,18,0,0.9227832107376798
9369,0,578224,892671,222592,24247,11,0,0.6569754973850964
9370,1,691578,290243,210203,22786,6,0,0.7290009225278999
9371,0,10336212,2025088,477302,116891,37,0,0.95
9372,1,7321181,416122,283908,37315,25,0,0.95
9373,1,2536456,294438,186841,30528,26,0,0.9383734628158343
9374,0,460186,644277,140602,12601,6,0,0.7218494261016197
9375,1,2937460,1090264,729127,38309,32,1,0.7648247125067235
9376,1,947311,193287,114406,13483,34,0,0.8934637093837188
9377,0,139663,411106,128951,22928,36,1,0.2408655119824148
9378,1,1602540,818868,530314,99862,36,0,0.7313939121644389
9379,0,518184,3179407,432906,86916,33,0,0.3323028113565838
9380,1,536030,45180,23105,5132,33,0,0.95
9381,1,936207,1435005,654451,47856,34,0,0.35207171063664344
9382,1,730640,478340,282451,18799,38,1,0.639149239023322
9383,1,1162104,423339,208210,43211,24,0,0.8580170105257361
9384,1,1107559,344813,205701,28211,21,0,0.8397466861810522
9385,1,184276,488803,246212,58948,37,0,0.05
9386,0,5500106,1443958,227018,54188,17,0,0.95
9387,0,449829,404147,105263,8245,10,0,0.7843224869895005
9388,1,463982,4521937,2933808,552274,34,1,0.05
9389,1,865832,1448810,1150170,72945,38,0,0.05
9390,1,1079129,906883,421867,55130,39,0,0.6601546247019587
9391,0,5173085,607640,106295,23208,32,1,0.95
9392,0,1574460,2700208,1074702,152813,25,0,0.4144728986446147
9393,1,2119022,3171203,1484809,84222,9,0,0.3390408405387013
9394,0,1582531,203308,42102,4128,24,0,0.95
9395,1,1515811,337024,212455,14292,38,0,0.8692693218349781
9396,1,1639217,1466066,1029618,135546,30,0,0.45457373855932437
9397,1,174079,2043856,1730746,327699,14,0,0.05
9398,1,936665,524198,443128,80680,5,0,0.6130441513241127
9399,1,3844911,322323,272817,52868,38,0,0.9427947747034977
9400,1,61980539,795299,483906,61341,23,0,0.95
9401,0,360660,3701922,1146158,118118,24,0,0.05
9402,1,1835963,763094,394241,24201,25,0,0.7984490972857297
9403,1,679391,181618,148125,35300,9,0,0.8339321539437525
9404,1,9319801,822860,469738,34599,9,0,0.95
9405,1,310586,1725492,1090435,93394,23,0,0.05
9406,1,2246624,652446,551770,30347,16,0,0.7679082035979319
9407,1,294427,2910930,2337098,265105,9,0,0.05
9408,1,874522,1890655,1656697,354151,7,0,0.05
9409,1,1162038,681509,396458,46167,39,0,0.6985546083690894
9410,1,3504967,764867,363726,66633,21,0,0.9152365771204123
9411,1,409557,96188,82260,19998,27,0,0.8479772046381823
9412,0,2334674,2761402,304248,69522,14,0,0.8994609097458575
9413,0,1225399,507641,169068,14538,11,1,0.8738941357060027
9414,1,1579775,469793,359878,43848,3,0,0.7999525248848729
9415,1,3135605,398379,333603,66796,31,0,0.9149105196604802
9416,1,333515,1205454,876800,215282,21,0,0.05
9417,1,2704952,210752,169905,32823,17,0,0.9493218363948788
9418,1,680848,247065,113691,11419,38,0,0.8497873240429582
9419,1,3597945,688466,608705,46605,20,0,0.8437719309216789
9420,1,1680425,366163,179599,26765,24,0,0.9090503890384873
9421,0,975271,1054689,345608,30617,24,0,0.6770220789913778
9422,1,666619,381216,253662,24230,32,0,0.6558273916585036
9423,1,2739524,4216600,3187564,563836,9,0,0.05
9424,1,4243723,1564072,1185893,181402,8,0,0.7632995838795322
9425,0,705843,1542592,587415,43550,15,0,0.22948162693403495
9426,0,387314,374947,57681,4656,16,0,0.8630955761991562
9427,1,2407768,10285520,8447292,455198,4,1,0.05
9428,0,282509,450038,46047,4325,18,0,0.8523162093950989
9429,1,325946,332637,197252,44867,35,1,0.5324839083774613
9430,0,415525,1587096,130501,27223,3,0,0.7514517778713675
9431,0,793770,904150,158134,21024,32,0,0.8272673444448644
9432,1,316053,296492,252088,50010,13,1,0.36061989603009625
9433,0,173026,8165527,1149619,151052,16,0,0.05
9434,1,386371,2133254,983855,205055,39,1,0.05
9435,1,2286366,732637,294708,25459,39,0,0.8822371396355614
9436,1,337208,10233949,6613393,532401,37,0,0.05
9437,0,855747,1779527,491848,32259,16,0,0.462938228238019
9438,1,8424868,719929,484440,47650,24,1,0.9481546773195735
9439,1,1144897,8971661,6655387,527527,33,0,0.05
9440,0,1693877,1505872,404327,84798,20,0,0.8113623362263022
9441,1,466941,1435135,723722,70920,12,0,0.05
9442,1,10464245,476878,284891,43657,26,0,0.95
9443,1,699908,770160,311533,62692,26,0,0.6444661298342067
9444,1,957322,464277,378257,70134,34,0,0.6781406882950565
9445,1,4488632,3554444,2103744,191268,39,0,0.5739289832626064
9446,1,1002758,124199,88354,5779,36,0,0.917652115465546
9447,0,1261596,3277060,1179671,274099,12,0,0.2822012752101306
9448,0,907375,277874,63221,11025,16,0,0.9424758231161317
9449,1,913617,684392,458691,87753,25,0,0.5939896039587704
9450,1,1741926,527161,265836,33815,34,0,0.8668020340703336
9451,1,2090561,411610,293338,28841,14,1,0.8734803720149759
9452,1,632067,1557764,708488,110611,26,1,0.05409236679022955
9453,1,559008,725264,464562,30464,36,0,0.2234493960730437
9454,1,654000,349945,265936,55845,22,1,0.6787599388379204
9455,0,296186,864057,247692,44807,31,0,0.3150081367789159
9456,1,245136,339186,262236,53057,18,0,0.14668184191632405
9457,1,1618753,403707,216621,35493,11,0,0.8881064621965179
9458,0,3074324,140506,22861,3785,5,0,0.95
9459,0,2873511,444479,106062,18038,12,0,0.95
9460,1,111080,1256229,671281,138842,3,0,0.05
9461,0,941222,759820,103470,9837,9,1,0.9005197498571007
9462,1,399475,5371243,3592032,669218,33,1,0.05
9463,0,1388503,12917573,3654602,586713,15,0,0.05
9464,1,791888,437730,358853,53476,24,0,0.6143684460428748
9465,0,2173636,291661,43296,6848,18,0,0.95
9466,0,1179789,2527643,309476,32321,24,0,0.7650808746309722
9467,0,180592,1054660,371172,21311,8,0,0.05
9468,0,457217,2544543,704335,142157,3,0,0.05
9469,1,1209581,1131114,607066,141588,4,1,0.6151741801499858
9470,1,1316003,589014,419514,61313,29,0,0.7278114107642613
9471,1,294879,592701,479556,104341,14,0,0.05
9472,0,258729,1174149,441807,71153,8,0,0.05
9473,0,1272183,578257,149859,35375,4,1,0.910009802048919
9474,1,295472,2789718,2426704,368090,39,0,0.05
9475,0,226697,174107,49864,4536,12,0,0.8000502873880113
9476,0,770549,2773326,334246,74878,19,0,0.6633984341034769
9477,0,737892,92898,15893,3338,19,0,0.95
9478,0,499618,855646,195400,25324,8,0,0.6595879251748336
9479,1,594968,506790,217084,47407,3,1,0.7148132336529023
9480,1,1219358,137586,120229,6229,22,0,0.9065081788941394
9481,1,585274,75658,55194,11587,20,0,0.9254930169459091
9482,1,1290702,218105,114467,21474,11,0,0.9279516108288358
9483,1,822029,767008,511416,64405,34,0,0.456210182365829
9484,0,1422107,376095,33209,6918,19,0,0.95
9485,0,2894160,232107,77152,5812,21,1,0.95
9486,1,2783578,3228438,1442370,130770,15,0,0.5288078868276729
9487,1,4360993,188075,100381,15731,3,0,0.95
9488,1,2780515,1539593,652481,147594,38,0,0.8184196093169791
9489,1,1526606,274334,119333,9071,12,0,0.9277731123813218
9490,1,779625,212121,101455,16522,37,0,0.8910591630591631
9491,1,816056,375411,179898,36092,28,0,0.823779250443597
9492,1,499929,1442527,755849,150165,35,0,0.05
9493,1,1208063,161359,140174,24613,10,0,0.9043419093209543
9494,1,2415429,1000690,688384,163962,22,0,0.782886601096534
9495,1,582062,253511,154959,22690,4,0,0.7727578848988595
9496,1,1158668,309018,210719,47632,30,0,0.8592461343542758
9497,1,610868,1133369,456584,79407,31,0,0.3825556421354531
9498,1,1482668,7967099,6751108,1333298,27,0,0.05
9499,0,694270,267769,55823,7980,28,1,0.9310887694988981
9500,1,574060,1610199,1007703,84167,10,0,0.05
9501,1,609280,517112,450301,32340,32,0,0.3140083377100841
9502,0,1989370,432692,127082,23696,3,0,0.9480307836149132
9503,1,1091704,2370268,1347996,168897,30,1,0.05
9504,0,783540,288406,70807,11576,32,0,0.9244059014217526
9505,1,1561885,204940,169280,33722,15,0,0.9132087189517795
9506,1,794512,1210075,1061558,220057,23,0,0.05
9507,1,3709908,4215430,1888984,286997,23,0,0.5681868660894016
9508,1,454127,1664431,1460775,164922,13,0,0.05
9509,1,997521,155170,104187,21376,29,0,0.916983201356162
9510,1,295148,370694,272870,36310,7,0,0.19850380148264601
9511,1,850113,2142658,1084440,257387,15,0,0.05
9512,1,224215,4152500,1952508,419622,14,0,0.05
9513,1,2536552,938072,412464,82238,35,0,0.8698130375407246
9514,0,2588279,385736,26633,2616,32,0,0.95
9515,1,2634410,4459827,2277520,279115,5,0,0.24142217802088517
9516,1,1237832,671955,296205,65104,25,0,0.8133018050914825
9517,1,498884,374598,328722,17957,33,0,0.3770796417604092
9518,0,540180,311008,73794,15223,8,0,0.8915713280758266
9519,1,5554794,195923,129099,16890,13,0,0.95
9520,1,5053931,16468145,12708035,2667032,39,0,0.05
9521,1,1359401,3481778,2457192,394326,39,0,0.05
9522,1,718101,354363,173289,26922,8,0,0.7961749113286293
9523,0,4726159,4901287,1040495,198025,20,0,0.8217431956902
9524,0,600487,1311434,275366,58175,3,0,0.6383085728750164
9525,1,1511856,1228763,637402,120271,20,0,0.657949566625393
9526,1,4648045,331138,185461,25991,13,1,0.95
9527,0,521081,414347,137624,15712,8,0,0.7660402125581244
9528,1,2755814,696159,488197,106976,7,0,0.8616666436849512
9529,0,2023948,83943,13510,2082,26,1,0.95
9530,0,1156008,426982,142709,29496,4,0,0.9020655566397464
9531,1,445328,733027,420033,104648,37,0,0.2917916681636906
9532,0,582777,3080094,830725,148514,36,0,0.05
9533,1,1606311,370199,320756,33894,4,0,0.8214156536312084
9534,0,289717,1782187,386017,86124,14,0,0.05
9535,1,1370579,75618,58134,6088,4,0,0.95
9536,1,2065847,2633260,1307844,133504,37,0,0.43154551135684294
9537,1,3221057,270930,207542,13446,31,0,0.9397415196315992
9538,0,297046,841802,274567,18042,35,0,0.13641321546157836
9539,1,4484992,1140500,896744,199493,7,0,0.8445368464425355
9540,1,6552541,919143,766939,73738,35,0,0.8942088267742239
9541,1,1812380,648581,360440,25857,15,0,0.8153902603206833
9542,1,425896,186154,134431,16201,33,0,0.7223970171121588
9543,1,866216,274170,147385,28402,38,0,0.8626404961349132
9544,1,1146704,2182704,1251000,147525,21,0,0.05
9545,1,1576099,378088,249659,27925,27,0,0.8593146750299315
9546,1,1229332,651071,401763,59305,37,1,0.7214275720472582
9547,1,1593056,141309,98960,5367,39,0,0.9412493973846494
9548,1,1098277,1875584,1461794,216659,35,0,0.05
9549,1,1567679,170854,120026,29766,5,0,0.9424244376559232
9550,0,758787,1997803,143255,30064,26,1,0.8508263847430175
9551,1,857531,226617,174282,11171,5,0,0.8097899667767112
9552,0,676017,2226538,511024,92477,9,0,0.38086320314429967
9553,0,8180464,737640,135353,19250,15,1,0.95
9554,1,5198604,394497,257985,55531,26,0,0.95
9555,1,2095482,4241561,2568277,179022,32,0,0.05
9556,0,4525818,676210,243052,23465,7,0,0.95
9557,1,2672330,489924,364288,75855,25,0,0.8920668480314932
9558,1,1441610,1982818,1456146,320118,29,0,0.21197272493947739
9559,0,266846,143128,17440,2718,20,0,0.9448296020925927
9560,1,925265,45257,37838,2040,22,0,0.95
9561,0,860236,2607175,769112,175928,8,0,0.31044039077648455
9562,1,387288,290705,198390,25106,32,0,0.5525706967424759
9563,0,272076,1888105,698242,40453,8,0,0.05
9564,1,1968375,767411,419335,89638,19,0,0.8325029529434178
9565,1,1663616,202726,181231,24214,38,0,0.9056170414326383
9566,1,374221,1422619,1127808,99244,17,1,0.05
9567,1,570416,464544,260438,54774,19,0,0.6394491038119547
9568,0,3840919,222999,37056,5245,27,0,0.95
9569,1,499970,229480,174204,29886,32,0,0.7113466808008481
9570,0,1426591,108431,18004,3864,19,0,0.95
9571,1,994725,1136344,718192,110949,7,0,0.3895368066551057
9572,1,1995416,260682,148994,10741,37,0,0.9307146980880178
9573,1,510881,702082,580622,140947,13,0,0.139378837733249
9574,1,1315968,597258,475206,50993,30,0,0.6776418575527672
9575,1,1423632,258923,146562,36471,22,0,0.9226689200579925
9576,1,1513871,136599,113704,5822,4,1,0.9287376533403441
9577,0,1301559,11841038,1416001,207808,35,0,0.07173397441068752
9578,0,1697401,691497,120829,23076,38,0,0.9424101906385115
9579,1,10764565,5420622,2599830,601237,12,0,0.8143359253253615
9580,1,15576871,2627203,2062785,425072,21,1,0.894862517639133
9581,1,634621,512326,286734,28996,27,0,0.593870987565807
9582,1,118392,890075,590689,58277,29,0,0.05
9583,1,2181438,862083,364483,44218,37,0,0.853186292711505
9584,1,1448809,5546184,3605270,259968,25,1,0.05
9585,0,3474780,1817217,559500,102900,36,1,0.8685959974444425
9586,0,1598995,300138,50927,12133,10,0,0.95
9587,1,1275187,1073871,451446,80547,4,0,0.7091414827786042
9588,1,3718781,1766915,1258878,197234,27,0,0.7145182789736744
9589,1,4277077,200215,157364,23710,11,1,0.95
9590,0,300571,1256152,227675,38368,27,1,0.3701754327596475
9591,1,531465,3204407,2483356,477108,31,0,0.05
9592,1,1082092,284014,132095,27607,24,0,0.9034388942899495
9593,0,1327008,330628,111998,21242,16,0,0.9316085509657817
9594,1,959355,2614333,1640855,313413,13,0,0.05
9595,1,1856506,494024,333958,80265,15,1,0.8633492162158377
9596,1,3256308,247654,140834,32373,35,0,0.95
9597,1,6734200,1925122,1006325,216143,5,1,0.8826613406195243
9598,1,2145564,1375791,599189,35155,38,0,0.7371162081392119
9599,1,512812,809225,673554,123781,34,0,0.05
9600,1,1037810,2513133,1772298,249887,38,1,0.05
9601,1,1115315,2717434,2422319,420320,38,0,0.05
9602,0,2012000,665900,98261,18400,37,0,0.95
9603,1,1772972,6399683,5342561,1030742,7,0,0.05
9604,1,9345417,4162926,2909572,651410,14,0,0.7583669086141367
9605,0,758036,82229,7941,1842,21,0,0.95
9606,0,1766923,234889,35339,6055,29,0,0.95
9607,0,12669541,61033,4836,1106,37,0,0.95
9608,1,669839,510330,336089,68200,12,0,0.6000695689561223
9609,1,1390464,192463,159441,14436,30,0,0.8957146679094172
9610,0,467483,297821,111728,6375,35,0,0.7746377943155152
9611,0,1305487,2420839,748507,38905,38,0,0.4564465214896817
9612,1,551161,105840,62085,10388,37,0,0.9062034505344173
9613,0,3425646,841304,90471,13961,19,0,0.95
9614,1,1393485,835715,752042,142341,13,1,0.5624631768551509
9615,0,471937,666217,152962,33432,38,0,0.7467246687587539
9616,0,2787254,842270,46088,3820,39,0,0.95
9617,0,1439297,62598,22193,4911,20,1,0.95
9618,0,3118363,299386,96464,6715,33,0,0.95
9619,0,381679,3982024,279852,63428,37,0,0.43296854162791243
9620,1,1739006,195524,79382,17471,30,0,0.95
9621,1,2606038,4562000,2684649,508448,3,0,0.1649388842372982
9622,1,787503,155203,69300,7623,33,0,0.9216802983607681
9623,1,341463,135978,89569,6151,29,0,0.7557041319264459
9624,0,1153593,256028,55738,11460,14,0,0.95
9625,1,4106638,2525605,1351766,126492,14,1,0.701635741937809
9626,1,3707729,400018,333271,46053,29,0,0.9225353309262894
9627,1,783535,1066558,540242,84370,29,0,0.418185530959051
9628,0,333338,790958,90741,16976,19,0,0.7787080980866268
9629,1,781382,687001,360583,53181,27,0,0.6065919102308475
9630,1,752775,2962458,2410787,455413,32,0,0.05
9631,1,1879369,1704308,1182097,251559,12,0,0.5048667930566058
9632,0,1082732,207483,53342,10274,17,0,0.95
9633,1,566218,538677,215625,23697,21,1,0.6610351490062132
9634,0,3628257,4964304,455443,104231,6,0,0.9032009033538694
9635,1,1383913,1036663,552343,88438,17,1,0.6647874541246451
9636,1,1858751,138880,78898,11288,39,1,0.95
9637,0,214274,150130,42947,7086,17,0,0.8326395176269636
9638,1,106482,1941865,1625670,238394,35,0,0.05
9639,1,285630,1579598,775311,155854,15,1,0.05
9640,1,743747,264738,207583,27843,19,0,0.758331798313136
9641,1,2140084,1660107,704634,144692,21,0,0.738355129985552
9642,1,115584,4236853,2386892,482226,15,0,0.05
9643,1,5914112,3626014,1847295,194657,8,0,0.7205602464072375
9644,1,1426259,4259685,3653923,252808,32,0,0.05
9645,1,4686961,1343834,657133,144695,38,0,0.8906673215330787
9646,0,495850,599933,88558,7419,33,0,0.8363638197035393
9647,0,1990427,468490,49352,2775,15,0,0.95
9648,1,1309552,715598,455651,59446,26,0,0.6974499676225152
9649,1,2724202,278277,168830,17023,31,0,0.9442746903496877
9650,1,951893,491280,206670,19441,4,0,0.8033087752509999
9651,1,1930356,2965723,2410936,203634,18,0,0.05
9652,1,3620762,124246,98161,19616,14,1,0.95
9653,1,627076,133955,72192,14920,30,0,0.9086681678137897
9654,1,1532244,1818611,1285753,76216,28,0,0.21061071213201032
9655,1,182068,496237,288479,45972,34,0,0.05
9656,1,2427816,87710,68818,5300,6,0,0.95
9657,0,8492233,681827,224447,33647,7,0,0.95
9658,1,346474,582722,259447,31026,19,0,0.34072686550794573
9659,1,1097580,453979,373213,33724,22,1,0.6906931613185372
9660,0,2900754,1550792,275211,65943,31,0,0.9278573777714346
9661,1,1240986,168296,81969,19783,27,0,0.9498898456549872
9662,1,1418484,739910,567417,92372,20,0,0.665103730461535
9663,1,813418,578347,284330,24910,24,0,0.6810741832612507
