cust_id,age,income_monthly,sector,employment_type,loan_type,loan_amt,ltv_ratio,loan_tenure_months,interest_rate,bureau_score,dpd_12m_max,dpd_30_plus_count,utilization_ratio,installment_to_income,region,flood_risk_index,heatwave_days,storm_severity_index,drought_severity_index,sea_level_rise_mm,co2_intensity_sector,carbon_tax_exposure,energy_price_shock,ev_transition_risk,climate_hazard_score,transition_risk_score,climate_total_score,climate_pd_uplift,default_flag
19703,40.0,23360,Transport,Self-Employed,Mortgage,838030,0.832,230,0.0751,838,0,0,0.508,0.9,Coastal_Low,46.06,25.6,8.28,0.38,9.91,0.361,1.53,12.2,1.9,1.955,7.106,4.015,0.807,0
19704,50.0,12490,Manufacturing,Contract,Auto,146850,0.75,13,0.0812,611,0,0,0.316,0.9,Coastal_High,60.6,22.3,14.6,4.99,7.68,0.947,5.0,7.11,7.89,2.409,13.709,6.929,1.914,0
19705,31.0,10730,Transport,Salaried,SME,369830,0.678,75,0.0841,844,1,1,0.192,0.9,Inland_Normal,20.7,24.0,4.29,4.81,1.23,0.86,4.72,10.09,2.25,1.067,10.73,4.932,1.155,0
19706,38.0,17470,Construction,Salaried,Mortgage,860650,0.906,203,0.0724,668,1,1,0.137,0.9,Coastal_Low,45.27,22.6,10.94,3.1,5.99,1.014,5.0,4.87,4.04,1.885,10.924,5.501,1.371,0
19707,38.0,20610,Manufacturing,Salaried,Mortgage,858590,0.578,180,0.04,622,0,0,0.386,0.9,Inland_Hot,24.74,59.1,7.46,8.63,1.55,0.79,4.02,9.9,2.01,1.823,9.759,4.997,1.18,0
19708,44.0,14660,Construction,Salaried,Auto,92940,0.785,42,0.061,686,3,3,0.828,0.9,Inland_Hot,24.33,59.1,3.98,7.59,0.97,0.723,3.65,4.98,10.0,1.713,12.585,6.062,1.584,1
19709,46.0,19340,Manufacturing,Salaried,Mortgage,857170,0.87,286,0.0722,500,3,2,0.749,0.9,Coastal_High,68.91,39.7,13.48,1.44,11.11,0.827,4.65,12.47,2.09,2.886,11.197,6.211,1.641,0
19710,49.0,12160,Construction,Salaried,Auto,176650,0.725,53,0.0657,673,0,0,0.68,0.9,Coastal_Low,48.03,34.7,8.6,2.03,10.27,0.667,2.9,5.1,4.22,2.181,8.382,4.661,1.052,0
19711,41.0,8000,Transport,Self-Employed,Mortgage,570560,0.735,205,0.0631,679,0,0,0.31,0.9,Coastal_Low,42.59,38.2,5.87,1.76,10.03,1.165,5.0,9.0,3.64,2.032,12.378,6.17,1.625,0
19712,32.0,21340,Construction,Contract,Mortgage,1089550,0.747,282,0.0795,695,3,3,0.385,0.9,Inland_Hot,21.75,63.2,1.21,7.28,1.78,1.025,5.0,4.44,1.0,1.669,9.005,4.603,1.03,0
19713,37.0,10050,Services,Salaried,Auto,116600,0.542,58,0.0544,541,2,2,0.626,0.9,Inland_Hot,24.97,50.1,9.86,9.74,2.25,0.326,0.55,2.73,8.29,1.775,7.212,3.95,0.782,0
19714,32.0,11800,Transport,Self-Employed,Mortgage,1106510,0.637,236,0.0611,760,0,0,0.237,0.9,Coastal_Low,24.67,24.8,8.37,3.08,6.76,0.825,3.54,10.3,3.6,1.371,10.555,5.045,1.198,0
19715,35.0,16480,Services,Salaried,Mortgage,493670,0.856,231,0.0637,688,0,0,0.303,0.9,Coastal_Low,65.8,47.2,1.1,4.87,7.23,0.401,2.1,6.52,1.98,2.629,6.027,3.988,0.797,0
19716,46.0,22130,Construction,Salaried,Mortgage,786970,0.623,150,0.0989,852,0,0,0.139,0.9,Inland_Normal,18.95,21.4,6.54,3.84,0.07,0.551,2.15,5.1,2.07,0.985,6.149,3.05,0.7,0
19717,29.0,14540,Transport,Salaried,Mortgage,1230700,0.672,207,0.0352,813,0,0,0.549,0.9,Inland_Normal,18.85,34.9,4.1,4.59,0.58,1.03,5.0,11.62,1.78,1.16,11.645,5.354,1.316,0
19718,36.0,12280,Manufacturing,Self-Employed,SME,650490,0.568,78,0.0857,731,2,2,0.717,0.9,Inland_Normal,15.07,44.8,5.64,6.15,1.71,1.049,5.0,0.12,1.0,1.297,7.783,3.891,0.76,0
19719,47.0,27190,Services,Contract,SME,407590,0.632,97,0.0484,754,0,0,0.445,0.9,Inland_Hot,17.94,62.9,7.62,5.39,1.48,0.262,1.16,4.85,1.49,1.662,4.058,2.62,0.7,0
19720,45.0,13280,Services,Contract,Mortgage,926520,0.792,108,0.0649,607,0,0,0.204,0.9,Coastal_High,55.19,36.6,11.56,1.53,14.72,0.417,1.38,0.61,1.99,2.551,3.731,3.023,0.7,0
19721,34.0,13550,Manufacturing,Salaried,Auto,110710,0.554,57,0.0737,668,0,0,0.214,0.9,Inland_Hot,24.91,67.0,6.15,7.73,3.32,0.84,4.18,10.21,7.79,1.95,13.602,6.611,1.793,0
19722,33.0,8000,Services,Salaried,Mortgage,819770,0.506,300,0.0708,633,3,2,0.804,0.9,Inland_Normal,20.66,34.9,3.66,4.14,1.09,0.353,1.88,8.27,3.27,1.203,7.009,3.525,0.7,0
19723,53.0,15720,Construction,Salaried,Auto,62440,0.838,35,0.0636,729,0,0,0.276,0.9,Coastal_High,79.01,32.3,9.73,5.0,14.64,0.666,3.31,6.14,10.0,3.096,12.485,6.851,1.884,0
19724,43.0,26770,Manufacturing,Salaried,Mortgage,621340,0.72,194,0.0805,647,2,1,0.458,0.9,Coastal_Low,28.84,65.3,0.14,3.11,6.88,0.662,3.61,9.89,2.61,1.922,9.408,4.916,1.149,0
19725,33.0,8390,Construction,Salaried,Mortgage,1214640,0.58,135,0.0633,622,0,0,0.342,0.9,Coastal_High,77.07,35.1,12.43,3.36,12.47,0.636,3.6,6.11,1.25,3.064,7.371,4.787,1.1,0
19726,40.0,11300,Transport,Salaried,Auto,101300,0.782,76,0.0596,723,0,0,0.461,0.9,Coastal_High,74.2,42.7,5.87,2.36,10.1,0.844,3.68,6.15,10.0,2.9,13.318,7.067,1.966,0
19727,49.0,14780,Transport,Salaried,Mortgage,724690,0.586,252,0.0685,584,0,0,0.427,0.9,Inland_Hot,33.69,54.6,4.88,6.59,2.24,1.194,5.0,10.71,2.44,1.914,12.261,6.053,1.581,0
19728,33.0,18610,Manufacturing,Salaried,Mortgage,1071720,0.694,245,0.0606,568,0,0,0.363,0.9,Coastal_High,81.99,33.3,11.82,2.49,18.23,0.885,4.27,8.69,2.4,3.279,10.121,6.016,1.567,1
19729,33.0,16930,Manufacturing,Salaried,Auto,116710,0.617,37,0.0609,526,2,2,0.787,0.9,Coastal_High,56.24,29.4,9.89,5.49,11.44,0.882,3.84,10.49,9.15,2.414,14.356,7.191,2.0,0
19730,42.0,15240,Construction,Self-Employed,Auto,189090,0.499,70,0.0808,718,1,0,0.279,0.9,Coastal_High,67.0,25.9,6.14,1.9,10.8,0.888,5.0,5.2,6.44,2.485,12.085,6.325,1.684,0
19731,29.0,11510,Services,Self-Employed,Auto,104010,0.847,44,0.0706,683,0,0,0.314,0.9,Coastal_High,68.08,24.6,13.52,2.25,14.65,0.528,2.78,7.75,8.35,2.741,11.144,6.102,1.6,1
19732,35.0,25920,Transport,Contract,Auto,117000,0.632,75,0.0572,635,1,1,0.167,0.9,Inland_Hot,26.96,68.6,9.1,6.31,0.0,0.953,4.79,20.0,10.0,1.979,18.695,8.666,2.0,0
19733,37.0,8000,Transport,Salaried,Auto,147830,0.889,64,0.0689,781,3,3,0.981,0.9,Inland_Normal,8.49,44.0,3.69,4.01,1.18,0.743,2.96,9.76,10.0,1.035,13.526,6.031,1.573,0
19734,25.0,23640,Services,Salaried,Mortgage,1380310,0.733,230,0.0317,874,0,0,0.206,0.9,Coastal_High,64.73,9.7,12.37,1.58,9.85,0.431,2.02,12.64,2.35,2.281,8.115,4.615,1.035,0
19735,41.0,33720,Services,Salaried,Mortgage,930820,0.657,300,0.0661,668,1,1,0.312,0.9,Coastal_Low,55.83,28.9,10.51,2.14,11.16,0.578,2.45,2.6,2.13,2.351,5.75,3.711,0.7,0
19736,45.0,20180,Manufacturing,Salaried,Auto,86770,0.588,77,0.0725,720,0,0,0.746,0.9,Coastal_High,85.34,26.5,12.88,0.16,7.58,0.547,2.37,4.74,8.94,2.981,10.319,5.916,1.529,0
19737,56.0,11850,Manufacturing,Self-Employed,Auto,100800,0.725,67,0.071,672,1,0,0.134,0.9,Inland_Normal,16.41,31.9,5.51,2.77,0.46,0.661,3.27,10.89,10.0,1.051,13.868,6.178,1.628,0
19738,45.0,16830,Services,Salaried,Auto,171740,0.78,57,0.0454,796,1,1,0.458,0.9,Inland_Normal,26.7,33.4,2.67,3.51,1.32,0.455,2.67,10.18,6.98,1.308,10.744,5.082,1.212,0
19739,32.0,9430,Services,Self-Employed,Auto,59620,0.836,62,0.062,651,0,0,0.28,0.9,Coastal_High,69.71,38.1,10.76,4.96,9.63,0.515,3.09,7.45,7.92,2.844,11.006,6.109,1.602,0
19740,36.0,10230,Services,Self-Employed,Mortgage,1255580,0.791,255,0.074,605,0,0,0.29,0.9,Inland_Normal,18.95,29.6,6.91,3.03,0.74,0.377,1.29,9.66,4.75,1.121,7.91,3.837,0.739,0
19741,55.0,18620,Construction,Self-Employed,Mortgage,1016770,0.69,250,0.0758,577,2,2,0.449,0.9,Inland_Normal,14.94,33.1,2.91,2.26,0.53,0.76,3.79,11.82,1.0,0.976,9.458,4.369,0.941,0
19742,44.0,18940,Manufacturing,Self-Employed,Mortgage,1152570,0.784,271,0.0722,858,1,0,0.465,0.9,Inland_Normal,17.03,38.2,3.63,3.55,0.4,0.658,3.14,7.28,1.08,1.135,7.325,3.611,0.7,0
19743,48.0,17380,Construction,Self-Employed,Auto,92360,0.672,49,0.0626,664,3,3,0.839,0.9,Coastal_High,71.81,39.3,8.83,5.59,14.51,0.571,3.31,1.28,8.04,3.007,9.567,5.631,1.421,1
19744,35.0,9300,Transport,Salaried,Auto,134690,0.9,72,0.0464,656,2,2,0.533,0.9,Inland_Normal,22.47,36.9,2.36,2.46,1.54,0.909,4.41,10.62,10.0,1.238,15.444,6.92,1.91,0
19745,38.0,38400,Services,Self-Employed,SME,300890,0.679,94,0.0471,682,0,0,0.556,0.9,Coastal_High,75.43,49.4,11.91,2.82,7.19,0.418,1.84,3.2,2.28,3.088,5.054,3.874,0.754,0
19746,39.0,18850,Manufacturing,Salaried,Auto,135740,0.784,74,0.0765,555,3,2,0.632,0.9,Coastal_High,73.37,32.3,12.36,4.0,15.5,0.769,2.9,6.82,5.72,3.013,10.102,5.849,1.503,0
19747,47.0,14310,Transport,Salaried,SME,487130,0.454,73,0.0795,823,2,1,0.366,0.9,Coastal_High,72.42,31.1,8.82,2.2,15.88,1.108,5.0,5.91,2.66,2.883,10.693,6.007,1.563,0
19748,37.0,15510,Construction,Salaried,Auto,225280,0.779,39,0.0487,691,0,0,0.639,0.9,Inland_Normal,10.7,29.0,1.26,1.7,0.6,1.089,5.0,6.81,10.0,0.769,15.309,6.585,1.783,0
19749,45.0,11750,Construction,Salaried,SME,172670,0.766,86,0.0582,712,1,1,0.418,0.9,Inland_Normal,21.99,30.1,4.2,3.99,1.62,0.894,4.61,8.96,1.33,1.185,9.854,4.653,1.049,0
19750,40.0,10630,Construction,Salaried,Auto,126700,0.952,40,0.0693,779,0,0,0.479,0.9,Inland_Hot,30.76,62.2,5.86,5.55,3.34,0.67,3.37,11.33,9.7,1.986,13.923,6.76,1.849,0
19751,30.0,40000,Services,Contract,SME,278070,0.668,88,0.0694,742,1,1,0.251,0.9,Inland_Normal,18.87,45.4,4.39,6.22,1.17,0.495,2.61,4.23,1.0,1.363,5.446,2.996,0.7,0
19752,40.0,10680,Services,Salaried,Mortgage,837300,0.916,222,0.0713,634,0,0,0.658,0.9,Coastal_High,77.45,39.2,11.89,2.06,13.88,0.519,3.59,5.98,3.51,3.14,8.33,5.216,1.263,0
19753,49.0,11510,Services,Salaried,Mortgage,680040,0.725,146,0.0668,750,0,0,0.321,0.9,Coastal_High,64.77,32.9,8.66,4.35,8.28,0.478,1.98,5.46,1.73,2.558,5.691,3.811,0.73,0
19754,40.0,13140,Services,Salaried,Auto,96170,0.903,82,0.0516,726,1,0,0.372,0.9,Coastal_High,90.03,23.1,16.18,2.65,10.1,0.37,1.68,8.48,6.1,3.214,8.658,5.391,1.33,0
19755,37.0,11290,Manufacturing,Self-Employed,SME,482480,0.761,120,0.0747,826,0,0,0.508,0.9,Inland_Normal,18.52,40.2,3.01,4.22,1.32,0.521,1.51,11.8,2.35,1.222,7.726,3.824,0.735,0
19756,51.0,15070,Construction,Salaried,Mortgage,784490,0.653,257,0.075,814,1,0,0.563,0.9,Inland_Normal,12.88,29.0,3.83,2.57,1.14,0.704,3.61,0.75,1.18,0.9,5.936,2.915,0.7,0
19757,43.0,12650,Services,Salaried,Mortgage,811300,0.891,240,0.0525,557,0,0,0.281,0.9,Inland_Normal,25.43,28.9,5.63,4.06,0.56,0.426,2.0,4.3,1.83,1.257,5.265,2.86,0.7,0
19758,29.0,14250,Services,Salaried,Auto,102970,0.678,86,0.0804,716,4,4,0.413,0.9,Coastal_Low,46.14,37.0,2.87,2.78,5.21,0.421,3.13,9.06,7.41,1.938,10.928,5.534,1.384,0
19759,38.0,13190,Construction,Salaried,Auto,165140,0.677,38,0.03,672,1,1,0.095,0.9,Inland_Normal,9.76,42.2,0.0,4.35,1.11,0.932,4.85,9.63,6.72,0.97,13.602,6.023,1.569,0
19760,42.0,13670,Manufacturing,Self-Employed,Mortgage,967340,0.752,288,0.0584,628,0,0,0.346,0.9,Inland_Normal,26.51,36.4,2.12,4.61,1.92,0.727,3.9,10.93,1.0,1.368,9.178,4.492,0.988,0
19761,42.0,8110,Manufacturing,Self-Employed,Auto,92620,0.723,44,0.087,776,0,0,0.275,0.9,Inland_Normal,35.09,29.8,6.72,4.28,1.27,0.738,4.42,9.6,6.19,1.555,12.348,5.872,1.512,0
19762,44.0,13240,Construction,Self-Employed,SME,198340,0.786,61,0.0887,723,1,0,0.112,0.9,Coastal_Low,51.67,33.8,9.58,2.74,9.52,0.63,3.23,9.18,1.71,2.27,8.258,4.665,1.054,0
19763,39.0,14280,Manufacturing,Salaried,SME,299930,0.751,96,0.0718,621,1,0,0.809,0.9,Coastal_Low,46.95,46.6,6.38,3.57,7.51,0.627,3.57,6.53,1.0,2.241,7.296,4.263,0.901,0
19764,38.0,13450,Construction,Salaried,Mortgage,1078280,0.788,254,0.0736,682,0,0,0.045,0.9,Coastal_Low,45.38,18.2,11.15,2.22,7.58,0.751,3.18,4.17,1.64,1.853,7.03,3.924,0.772,0
19765,40.0,13520,Services,Contract,Mortgage,512480,0.786,209,0.073,735,0,0,0.792,0.9,Inland_Hot,14.89,46.2,5.49,6.41,2.91,0.473,2.14,10.78,3.75,1.344,8.612,4.252,0.897,0
19766,46.0,21670,Construction,Salaried,Mortgage,940270,0.572,258,0.0667,722,2,1,0.108,0.9,Inland_Hot,11.88,57.0,3.73,8.04,2.65,0.651,3.09,7.79,1.34,1.414,7.561,3.873,0.753,0
19767,35.0,12220,Services,Salaried,Mortgage,978890,0.482,266,0.0741,487,1,1,0.24,0.9,Inland_Normal,23.14,25.7,7.31,5.31,1.15,0.457,2.48,3.2,1.59,1.218,5.271,2.839,0.7,0
19768,39.0,22490,Services,Self-Employed,Mortgage,913110,0.753,292,0.0645,858,0,0,0.436,0.9,Coastal_Low,39.38,16.1,9.36,1.3,8.85,0.368,1.38,5.38,1.71,1.654,4.844,2.93,0.7,0
19769,42.0,33550,Manufacturing,Salaried,Auto,112250,0.637,40,0.0768,626,0,0,0.044,0.9,Coastal_Low,47.49,47.9,3.86,2.04,10.74,1.008,5.0,4.02,10.0,2.282,14.23,7.061,1.964,0
19770,36.0,11570,Services,Salaried,Mortgage,639140,0.623,300,0.0559,645,1,0,0.08,0.9,Coastal_High,77.23,29.8,5.22,2.77,11.35,0.488,3.39,6.48,3.33,2.807,8.118,4.931,1.155,0
19771,44.0,17430,Manufacturing,Salaried,SME,496650,0.687,109,0.07,710,1,1,0.494,0.9,Coastal_Low,48.24,32.4,9.98,1.61,9.22,0.783,4.28,12.25,2.04,2.147,10.671,5.556,1.392,0
19772,43.0,16530,Services,Salaried,SME,534360,0.752,76,0.0469,622,0,0,0.581,0.9,Coastal_Low,22.61,25.0,7.58,1.47,6.77,0.409,1.83,8.96,1.0,1.283,5.984,3.163,0.7,0
19773,25.0,15320,Manufacturing,Self-Employed,Mortgage,1003170,0.705,161,0.0501,659,2,1,0.793,0.9,Coastal_Low,39.28,34.4,8.37,2.15,11.93,0.968,5.0,8.59,3.42,1.996,11.532,5.81,1.489,0
19774,40.0,8000,Construction,Salaried,SME,480140,0.807,121,0.0701,528,3,3,0.869,0.9,Coastal_High,77.68,33.5,12.55,2.07,13.23,0.453,2.79,8.0,1.6,3.057,6.946,4.613,1.034,0
19775,51.0,21400,Services,Salaried,Auto,156670,0.611,42,0.0537,576,1,1,0.952,0.9,Inland_Normal,12.14,38.8,5.6,3.99,0.62,0.388,1.81,9.54,9.38,1.073,11.097,5.083,1.213,0
19776,52.0,12910,Manufacturing,Self-Employed,Auto,107720,0.941,78,0.0702,776,3,3,0.346,0.9,Inland_Hot,19.29,58.9,7.83,5.97,3.13,0.714,3.08,13.96,10.0,1.691,14.791,6.931,1.914,0
19777,45.0,23880,Manufacturing,Contract,Mortgage,993500,0.833,289,0.0374,506,4,3,0.768,0.9,Coastal_High,74.58,17.7,11.76,3.83,11.97,1.2,5.0,5.43,3.87,2.723,11.554,6.255,1.658,0
19778,50.0,14910,Construction,Contract,Auto,143720,0.683,83,0.0443,653,2,2,0.657,0.9,Coastal_High,85.66,31.4,10.62,4.47,14.72,0.657,2.91,4.1,7.08,3.259,9.778,5.867,1.51,0
19779,39.0,23620,Construction,Contract,Mortgage,1106770,0.964,160,0.0667,565,3,2,0.617,0.9,Coastal_Low,38.26,24.9,6.18,2.81,7.81,0.832,4.19,3.45,1.27,1.692,7.652,4.076,0.83,0
19780,45.0,18420,Transport,Salaried,Auto,58970,0.439,66,0.0428,587,0,0,0.342,0.9,Inland_Hot,21.69,58.8,9.56,4.79,3.59,0.835,3.99,9.82,10.0,1.777,14.646,6.925,1.912,0
19781,41.0,20360,Manufacturing,Contract,Mortgage,844890,0.846,222,0.0594,842,0,0,0.798,0.9,Inland_Normal,17.73,40.3,2.54,4.52,0.68,0.831,4.03,7.68,1.82,1.183,9.118,4.357,0.937,0
19782,45.0,19270,Construction,Self-Employed,Auto,80000,0.725,88,0.0658,690,0,0,0.304,0.9,Coastal_High,60.26,12.4,5.78,1.97,9.93,0.804,4.31,3.3,8.3,2.086,11.826,5.982,1.554,0
19783,55.0,14190,Construction,Contract,Mortgage,975440,0.866,202,0.07,590,0,0,0.518,0.9,Coastal_Low,40.16,29.4,10.56,5.22,10.96,0.406,1.93,7.64,2.28,2.009,6.423,3.775,0.716,0
19784,48.0,12980,Construction,Salaried,Mortgage,1040630,0.662,202,0.0657,627,0,0,0.349,0.9,Coastal_High,66.67,27.7,12.23,4.15,10.18,0.58,3.35,5.35,2.6,2.644,7.582,4.619,1.036,0
19785,37.0,17960,Services,Salaried,Auto,97990,0.584,75,0.064,856,0,0,0.427,0.9,Inland_Hot,18.52,50.5,4.91,5.75,2.96,0.485,1.97,9.03,9.45,1.479,11.412,5.452,1.353,0
19786,53.0,19830,Construction,Salaried,Auto,62520,0.749,53,0.0729,619,2,1,0.203,0.9,Inland_Normal,24.65,47.1,2.1,3.94,0.61,0.622,2.99,8.51,7.19,1.439,11.123,5.312,1.3,0
19787,42.0,14960,Services,Self-Employed,Mortgage,911870,0.66,229,0.0414,674,0,0,0.123,0.9,Inland_Hot,33.41,54.5,5.18,8.35,0.93,0.327,1.49,5.03,1.6,1.905,4.64,2.999,0.7,0
19788,45.0,20480,Services,Salaried,Mortgage,565870,0.752,300,0.0783,812,0,0,0.227,0.9,Coastal_Low,42.92,34.0,7.45,0.88,8.23,0.478,3.04,6.37,2.48,1.95,7.265,4.076,0.83,0
19789,38.0,11160,Manufacturing,Contract,SME,50000,0.763,67,0.0737,769,2,2,0.632,0.9,Coastal_High,75.33,29.0,4.79,3.9,11.63,1.04,5.0,6.4,2.42,2.763,10.489,5.854,1.505,0
19790,46.0,16610,Services,Salaried,Auto,74860,0.529,114,0.0591,757,3,3,0.522,0.9,Coastal_Low,39.85,29.6,4.1,3.73,4.34,0.419,2.53,2.32,4.71,1.686,6.802,3.733,0.7,0
19791,43.0,23710,Services,Salaried,Mortgage,333350,0.828,105,0.0777,701,0,0,0.123,0.9,Coastal_High,96.16,30.2,10.93,1.77,14.75,0.434,2.25,9.17,1.84,3.472,6.955,4.865,1.13,0
19792,49.0,16600,Construction,Self-Employed,Auto,94210,0.38,59,0.0722,569,0,0,0.255,0.9,Inland_Hot,31.31,53.3,4.86,5.28,1.95,1.019,5.0,3.63,5.81,1.807,11.636,5.738,1.461,0
19793,36.0,14340,Manufacturing,Self-Employed,Auto,204720,0.98,60,0.0896,849,3,3,0.468,0.9,Inland_Hot,16.21,63.1,3.77,5.16,3.4,0.817,3.81,9.69,7.98,1.59,13.191,6.23,1.648,0
19794,48.0,21580,Manufacturing,Salaried,Mortgage,697030,0.752,192,0.0802,768,0,0,0.286,0.9,Coastal_High,75.25,37.7,13.22,3.58,14.88,0.698,2.98,13.17,1.45,3.136,9.299,5.602,1.409,0
19795,25.0,28190,Construction,Self-Employed,Auto,135820,0.635,90,0.063,651,0,0,0.477,0.9,Inland_Normal,21.93,35.5,3.91,1.21,0.8,0.656,3.29,9.98,9.29,1.197,13.165,5.984,1.555,0
19796,35.0,19040,Manufacturing,Self-Employed,SME,409450,0.524,114,0.0518,582,1,1,0.6,0.9,Coastal_Low,46.98,33.8,10.34,3.81,6.13,0.798,3.14,5.2,3.19,2.098,8.376,4.609,1.033,0
19797,29.0,8000,Services,Salaried,Auto,153050,0.791,56,0.0814,625,0,0,0.848,0.9,Coastal_High,71.14,33.1,4.94,4.63,10.21,0.331,2.52,0.65,4.12,2.698,5.671,3.887,0.759,0
19798,43.0,11030,Services,Self-Employed,Mortgage,473640,0.767,236,0.0656,691,0,0,0.256,0.9,Coastal_High,57.08,20.0,10.86,3.63,3.61,0.479,2.51,9.48,1.89,2.089,7.418,4.221,0.885,0
19799,48.0,22560,Transport,Salaried,SME,538570,0.71,131,0.0625,694,1,0,0.8,0.9,Inland_Hot,28.6,74.8,5.43,7.52,1.11,1.2,5.0,3.63,2.73,2.086,10.326,5.382,1.326,0
19800,40.0,12410,Services,Self-Employed,Mortgage,963090,0.676,228,0.0542,694,0,0,0.387,0.9,Inland_Normal,17.44,34.5,5.46,5.71,0.06,0.597,2.68,7.48,2.44,1.149,7.637,3.744,0.704,0
19801,51.0,15540,Services,Salaried,SME,654060,0.8,131,0.0928,465,1,0,0.784,0.9,Coastal_High,81.7,31.4,8.89,2.13,13.25,0.49,2.56,10.95,1.0,3.054,7.404,4.794,1.103,0
19802,34.0,12220,Services,Salaried,Mortgage,644780,0.449,73,0.0516,695,2,2,0.37,0.9,Inland_Normal,22.8,46.4,3.83,3.25,0.84,0.615,2.56,12.02,1.0,1.412,8.096,4.086,0.834,0
19803,29.0,21240,Transport,Salaried,Auto,147070,0.561,56,0.0756,831,2,2,0.599,0.9,Coastal_Low,48.18,51.7,6.61,3.76,8.84,0.728,4.23,10.88,7.87,2.39,13.552,6.855,1.885,0
19804,46.0,18540,Construction,Salaried,Auto,50000,0.79,69,0.0883,580,1,0,0.732,0.9,Coastal_Low,37.98,29.3,9.5,3.03,11.18,0.743,4.64,6.9,7.7,1.905,12.63,6.195,1.635,1
19805,49.0,11640,Construction,Salaried,Mortgage,736120,0.662,249,0.0601,696,2,2,0.704,0.9,Coastal_High,73.49,33.3,7.02,5.58,11.77,0.491,2.88,16.67,2.7,2.855,10.397,5.872,1.512,0
19806,41.0,21150,Manufacturing,Salaried,Auto,125090,0.807,70,0.0663,735,0,0,0.165,0.9,Coastal_High,69.05,43.1,12.27,3.14,16.13,0.865,4.25,12.67,6.46,3.068,13.667,7.308,2.0,0
19807,55.0,21630,Construction,Salaried,Auto,99090,0.598,61,0.0375,608,1,1,0.491,0.9,Inland_Normal,23.34,34.4,6.53,1.84,1.09,0.335,2.23,10.43,9.82,1.285,11.814,5.497,1.37,0
19808,44.0,19080,Manufacturing,Salaried,Mortgage,1342820,0.708,174,0.0474,670,2,2,0.4,0.9,Coastal_High,67.28,9.5,1.17,0.0,9.18,0.574,2.85,10.89,2.33,2.077,8.667,4.713,1.072,0
19809,43.0,16530,Construction,Salaried,Auto,56720,0.659,54,0.0915,619,3,3,0.762,0.9,Coastal_Low,43.51,25.8,10.04,1.74,13.37,0.289,1.36,8.74,8.48,2.037,9.663,5.087,1.214,0
19810,37.0,40000,Construction,Salaried,Auto,138220,0.915,44,0.0439,681,0,0,0.288,0.9,Inland_Normal,20.64,31.1,4.98,4.8,1.72,0.574,2.61,8.23,10.0,1.197,12.275,5.628,1.42,0
19811,30.0,8530,Transport,Salaried,Mortgage,801390,0.672,271,0.0653,718,0,0,0.347,0.9,Coastal_High,55.4,31.9,7.02,4.09,5.09,0.962,4.76,3.94,1.79,2.193,8.948,4.895,1.141,0
19812,38.0,13390,Transport,Salaried,SME,178490,0.848,80,0.0735,760,1,1,0.641,0.9,Inland_Hot,33.09,47.2,3.86,6.14,3.56,0.756,3.15,11.41,2.77,1.794,9.877,5.027,1.191,0
19813,53.0,15050,Services,Salaried,SME,161310,0.755,85,0.0541,665,1,1,0.38,0.9,Coastal_High,68.64,29.9,4.39,1.05,11.84,0.411,2.84,8.95,1.0,2.564,6.79,4.254,0.898,0
19814,42.0,24960,Construction,Contract,Mortgage,1196730,0.609,248,0.0573,591,0,0,0.362,0.9,Coastal_High,57.17,28.8,12.19,1.88,14.16,0.663,3.27,6.13,1.0,2.487,7.046,4.311,0.919,0
19815,37.0,13530,Transport,Salaried,Auto,50000,0.768,56,0.0808,665,1,1,0.263,0.9,Inland_Hot,19.41,61.6,7.3,6.99,2.94,0.984,5.0,14.65,10.0,1.734,17.347,7.979,2.0,1
19816,33.0,23760,Transport,Salaried,Mortgage,909840,0.756,281,0.0515,550,5,4,0.468,0.9,Coastal_Low,36.49,37.7,10.23,1.89,9.79,0.791,4.0,4.09,2.2,1.955,8.126,4.423,0.962,0
19817,44.0,11980,Transport,Salaried,Auto,119350,0.554,73,0.0618,617,0,0,0.31,0.9,Inland_Hot,36.15,57.5,3.42,8.34,2.6,0.921,3.79,11.24,9.63,2.025,14.948,7.194,2.0,0
19818,31.0,18130,Services,Salaried,SME,395950,0.675,76,0.0531,717,0,0,0.402,0.9,Coastal_High,74.83,23.3,5.33,2.83,16.62,0.376,1.51,0.95,1.0,2.785,3.224,2.96,0.7,0
19819,43.0,21380,Manufacturing,Salaried,Mortgage,540660,0.724,267,0.0565,798,0,0,0.534,0.9,Inland_Normal,17.34,28.2,2.57,3.26,0.64,0.649,3.43,14.99,1.93,0.973,10.339,4.72,1.075,0
19820,36.0,11820,Manufacturing,Self-Employed,SME,146620,0.897,99,0.0967,691,0,0,0.481,0.9,Inland_Normal,11.95,38.3,1.58,2.68,1.19,0.979,4.44,9.03,1.82,0.975,10.287,4.7,1.067,0
19821,38.0,20600,Transport,Salaried,Auto,107880,0.818,60,0.0466,651,1,1,0.361,0.9,Coastal_Low,38.99,34.3,12.56,3.36,11.16,0.871,4.25,11.05,9.72,2.07,15.16,7.306,2.0,1
19822,45.0,26870,Manufacturing,Salaried,Mortgage,889660,0.668,200,0.0985,650,1,1,0.298,0.9,Coastal_Low,33.88,25.1,6.88,1.89,7.5,0.902,4.99,10.51,2.01,1.576,11.055,5.368,1.321,0
